NTEM7_Zone_ID,NTEM7_Zone_Code,NTMv2R_Zone_Number
1483,E02001016,7
1484,E02001017,7
1485,E02001018,7
1486,E02001019,7
1487,E02001020,7
1488,E02001021,7
1489,E02001022,7
1490,E02001023,7
1491,E02001024,7
1492,E02001025,7
1493,E02001026,7
1494,E02001027,7
1495,E02001028,7
1496,E02001029,7
1497,E02001030,7
1498,E02001031,7
1499,E02001032,7
1500,E02001033,7
1501,E02001034,7
1502,E02001035,7
1503,E02001036,7
1504,E02001037,7
1505,E02001038,7
1506,E02001039,7
1507,E02001040,7
1508,E02001041,7
1509,E02001042,5
1510,E02001043,5
1511,E02001044,5
1512,E02001045,5
1513,E02001046,5
1514,E02001047,5
1515,E02001048,5
1516,E02001049,5
1517,E02001050,5
1518,E02001051,5
1519,E02001052,5
1520,E02001053,5
1521,E02001055,5
1522,E02001056,5
1523,E02001057,5
1524,E02001059,5
1525,E02001061,5
1526,E02001062,5
1527,E02001063,5
1528,E02001064,5
1529,E02001065,5
1530,E02001066,5
1531,E02001067,5
1532,E02001068,5
1533,E02001069,5
1534,E02001070,5
1535,E02001071,5
1536,E02001072,5
1537,E02001073,5
1538,E02001074,5
1539,E02001075,5
1540,E02001076,5
1541,E02001077,5
1542,E02001078,5
1543,E02001079,5
1544,E02001080,5
1545,E02001081,5
1546,E02001082,5
1547,E02001083,5
1548,E02001084,5
1549,E02001085,5
1550,E02001086,5
1551,E02001087,5
1552,E02001088,7
1553,E02001089,5
1554,E02001090,7
1555,E02001091,7
1556,E02001092,7
1557,E02001093,7
1558,E02001094,7
1559,E02001095,7
1560,E02001096,7
1561,E02001097,7
1562,E02001098,7
1563,E02001099,7
1564,E02001100,7
1565,E02001101,7
1566,E02001102,7
1567,E02001103,7
1568,E02001104,7
1569,E02001105,7
1570,E02001106,7
1571,E02001107,7
1572,E02001108,7
1573,E02001109,7
1574,E02001110,7
1575,E02001111,7
1576,E02001112,7
1577,E02001113,7
1578,E02001114,7
1579,E02001115,7
1580,E02001116,7
1581,E02001117,7
1582,E02001118,7
1583,E02001119,7
1584,E02001121,7
1585,E02001123,7
1586,E02001124,7
1587,E02001125,7
1588,E02001126,7
1589,E02001127,7
1590,E02001128,7
1591,E02001129,5
1592,E02001130,5
1593,E02001131,5
1594,E02001132,7
1595,E02001133,7
1596,E02001134,7
1597,E02001135,7
1598,E02001136,7
1599,E02001137,7
1600,E02001138,7
1601,E02001139,7
1602,E02001140,7
1603,E02001141,7
1604,E02001142,7
1605,E02001143,7
1606,E02001144,7
1607,E02001145,7
1608,E02001146,7
1609,E02001147,7
1610,E02001148,7
1611,E02001149,7
1612,E02001150,7
1613,E02001151,7
1614,E02001152,7
1615,E02001153,7
1616,E02001154,7
1617,E02001155,7
1618,E02001156,7
1619,E02001157,7
1620,E02001158,7
1621,E02001159,7
1622,E02001160,7
1623,E02001161,5
1624,E02001162,5
1625,E02001163,7
1626,E02001164,5
1627,E02001165,5
1628,E02001166,5
1629,E02001167,5
1630,E02001168,5
1631,E02001169,7
1632,E02001170,7
1633,E02001171,5
1634,E02001172,5
1635,E02001173,5
1636,E02001174,5
1637,E02001175,5
1638,E02001176,5
1639,E02001177,5
1640,E02001178,5
1641,E02001179,5
1642,E02001180,5
1643,E02001181,5
1644,E02001182,5
1645,E02001183,5
1646,E02001184,5
1647,E02001185,7
1648,E02001186,7
1649,E02001187,5
1650,E02001188,5
1651,E02001189,5
1652,E02001190,5
1653,E02001191,7
1654,E02001192,5
1655,E02001193,5
1656,E02001194,5
1657,E02001195,7
1658,E02001196,7
1659,E02001197,5
1660,E02001198,7
1661,E02001199,5
1662,E02001200,5
1663,E02001201,7
1664,E02001202,7
1665,E02001203,7
1666,E02001204,7
1667,E02001205,7
1668,E02001206,7
1669,E02001207,7
1670,E02001208,7
1671,E02001209,7
1672,E02001210,7
1673,E02001211,7
1674,E02001212,7
1675,E02001213,7
1676,E02001214,7
1677,E02001215,7
1678,E02001216,7
1679,E02001217,7
1680,E02001218,7
1681,E02001219,7
1682,E02001220,7
1683,E02001221,7
1684,E02001222,7
1685,E02001223,7
1686,E02001224,7
1687,E02001225,7
1688,E02001226,7
1689,E02001227,7
1690,E02001228,7
1691,E02001229,7
1692,E02001230,7
1693,E02001231,7
1694,E02001232,7
1695,E02001233,7
1696,E02001234,7
1697,E02001235,7
1698,E02001236,7
1699,E02001237,7
1700,E02001238,5
1701,E02001239,5
1702,E02001240,5
1703,E02001241,7
1704,E02001242,5
1705,E02001243,7
1706,E02001244,7
1707,E02001245,7
1708,E02001246,7
1709,E02001247,5
1710,E02001248,7
1711,E02001249,7
1712,E02001250,7
1713,E02001251,7
1714,E02001252,5
1715,E02001253,5
1716,E02001254,7
1717,E02001255,7
1718,E02001256,7
1719,E02001257,7
1720,E02001258,7
1721,E02001259,5
1722,E02001260,5
1723,E02001261,5
1724,E02001262,5
1725,E02001263,7
1726,E02001264,5
1727,E02001265,7
1728,E02001266,5
1729,E02001267,7
1730,E02001268,7
1731,E02001269,5
1732,E02001270,7
1733,E02001271,7
1734,E02001272,7
1735,E02001273,7
1736,E02001274,7
1737,E02001275,7
1738,E02001276,7
1739,E02001277,7
1740,E02001278,7
1741,E02001279,7
1742,E02001280,7
1743,E02001281,7
1744,E02001282,7
1745,E02001283,7
1746,E02001284,7
1747,E02001285,7
1748,E02001286,7
1749,E02001287,7
1750,E02001288,7
1751,E02001289,7
1752,E02001290,7
1753,E02001291,7
1754,E02001292,7
1755,E02001293,7
1756,E02001294,7
1757,E02001295,7
1758,E02001296,7
1759,E02001297,7
1760,E02001298,7
1761,E02001299,7
1762,E02001300,7
1763,E02001301,7
1764,E02001302,7
1765,E02001303,7
1766,E02001304,7
1767,E02001305,7
1768,E02001306,7
1769,E02001307,7
1770,E02001308,7
1771,E02001309,7
1772,E02001310,7
1773,E02001311,7
1774,E02001312,7
1775,E02001313,7
1776,E02001314,7
1777,E02001315,7
1778,E02001316,7
1779,E02001317,7
1780,E02001318,7
1781,E02001319,7
1782,E02001320,7
1783,E02001321,7
1784,E02001322,7
1785,E02001323,7
1786,E02001324,7
1787,E02001325,7
1788,E02001326,7
1789,E02001327,7
1790,E02001328,7
1791,E02001329,7
1792,E02001330,7
1793,E02001331,7
1794,E02001332,7
1795,E02001333,7
1796,E02001334,7
1797,E02001335,7
1798,E02001336,7
1799,E02001337,7
1800,E02001338,7
1801,E02001339,7
1802,E02001340,7
1803,E02001341,7
1804,E02001342,7
1805,E02001343,7
1806,E02001344,7
1807,E02001345,7
1808,E02001346,7
1809,E02001347,5
1810,E02001348,5
1811,E02001349,5
1812,E02001350,5
1813,E02001351,5
1814,E02001352,5
1815,E02001353,5
1816,E02001354,5
1817,E02001355,5
1818,E02001356,5
1819,E02001357,5
1820,E02001358,5
1821,E02001359,5
1822,E02001360,5
1823,E02001361,5
1824,E02001362,5
1825,E02001363,5
1826,E02001364,5
1827,E02001365,5
1828,E02001366,5
1829,E02001367,5
1830,E02001368,5
1831,E02001369,5
1832,E02001370,5
1833,E02001371,5
1834,E02001372,5
1835,E02001373,5
1836,E02001374,5
1837,E02001375,5
1838,E02001376,5
1839,E02001377,5
1840,E02001378,5
1841,E02001380,5
1842,E02001381,5
1843,E02001382,5
1844,E02001383,5
1845,E02001384,5
1846,E02001385,5
1847,E02001386,7
1848,E02001387,5
1849,E02001388,5
1850,E02001389,5
1851,E02001390,5
1852,E02001391,7
1853,E02001392,7
1854,E02001393,7
1855,E02001394,5
1856,E02001395,7
1857,E02001396,5
1858,E02001397,7
1859,E02001398,5
1860,E02001399,7
1861,E02001400,7
1862,E02001401,7
1863,E02001402,7
1864,E02001403,7
1865,E02001404,7
1866,E02001405,7
1867,E02001406,7
1868,E02001407,7
1869,E02001408,7
1870,E02001409,7
1871,E02001410,7
1872,E02001411,7
1873,E02001412,7
1874,E02001413,7
1875,E02001414,7
1876,E02001415,7
1877,E02001416,7
1878,E02001417,7
1879,E02001418,7
1880,E02001419,7
1881,E02001420,7
1882,E02001421,7
1883,E02001422,7
1884,E02001423,7
1885,E02001424,7
1886,E02001425,7
1887,E02001426,7
1888,E02001427,7
1889,E02001428,7
1890,E02001429,7
1891,E02001430,7
1892,E02001431,7
1893,E02001432,7
1894,E02001433,7
1895,E02001434,7
1896,E02001435,7
1897,E02001436,7
1898,E02001437,7
1899,E02001438,7
1900,E02001439,7
1901,E02001440,7
1902,E02001441,7
1903,E02001442,7
1904,E02001443,7
1905,E02001444,7
1906,E02001445,7
1907,E02001446,7
1908,E02001447,7
1909,E02001448,7
1910,E02001449,7
1911,E02001450,7
1912,E02001451,7
1913,E02001452,7
1914,E02001453,7
1915,E02001454,7
1916,E02001455,7
1917,E02001456,7
1918,E02001457,7
1919,E02001458,7
1920,E02001459,7
1921,E02001460,7
1922,E02001461,7
1923,E02001462,7
1924,E02001463,5
1925,E02001464,7
1926,E02001465,7
1927,E02001466,7
1928,E02001467,7
1929,E02001468,7
1930,E02001469,7
1931,E02001470,7
1932,E02001471,7
1933,E02001472,7
1934,E02001473,7
1935,E02001474,7
1936,E02001475,7
1937,E02001476,7
1938,E02001477,7
1939,E02001478,7
1940,E02001479,7
1941,E02001480,7
1942,E02001481,7
1943,E02001482,7
1944,E02001483,7
1945,E02001484,7
1946,E02001485,7
1947,E02001486,7
1948,E02001487,7
1949,E02001488,7
1950,E02001489,7
1951,E02001490,7
1952,E02001491,7
1953,E02001492,7
1954,E02001493,7
1955,E02001494,7
1956,E02001495,7
1957,E02001496,7
1958,E02001497,7
1959,E02001498,7
1960,E02001499,7
1961,E02001500,7
1962,E02001501,7
1963,E02001502,7
1964,E02001503,7
1965,E02001504,7
1966,E02001505,7
1967,E02001506,7
1968,E02001507,7
1969,E02001508,7
1970,E02001509,6
1971,E02001510,6
1972,E02001511,6
1973,E02001512,6
1974,E02001513,6
1975,E02001514,6
1976,E02001515,6
1977,E02001516,6
1978,E02001517,6
1979,E02001518,6
1980,E02001519,6
1981,E02001520,6
1982,E02001521,6
1983,E02001522,6
1984,E02001523,6
1985,E02001524,6
1986,E02001525,6
1987,E02001526,6
1988,E02001527,6
1989,E02001528,6
1990,E02001529,6
1991,E02001530,6
1992,E02001531,6
1993,E02001532,6
1994,E02001533,6
1995,E02001534,6
1996,E02001535,6
1997,E02001536,6
1998,E02001537,6
2023,E02001562,6
2024,E02001563,6
2025,E02001564,6
2026,E02001565,6
2027,E02001566,6
2028,E02001567,6
2029,E02001568,6
2030,E02001569,6
2031,E02001570,6
2032,E02001571,6
2033,E02001572,6
2034,E02001573,6
2035,E02001574,6
2036,E02001575,6
2037,E02001576,6
2038,E02001577,6
2039,E02001578,6
2040,E02001579,6
2041,E02001580,6
2042,E02001581,6
2043,E02001582,6
2044,E02001583,6
2045,E02001584,6
2046,E02001585,6
2047,E02001586,6
2048,E02001587,6
2049,E02001588,6
2050,E02001589,6
2051,E02001590,6
2052,E02001591,6
2053,E02001592,6
2054,E02001593,6
2055,E02001594,6
2056,E02001595,6
2057,E02001596,6
2058,E02001597,6
2059,E02001598,6
2060,E02001599,6
2061,E02001600,6
2062,E02001601,6
2063,E02001602,6
2064,E02001603,6
2065,E02001604,6
2066,E02001605,6
2067,E02001606,6
2068,E02001607,6
2069,E02001608,6
2070,E02001609,6
2071,E02001610,6
2072,E02001611,6
2073,E02001612,6
2074,E02001613,6
2075,E02001614,6
2076,E02001615,6
2077,E02001616,4
2078,E02001617,4
2079,E02001618,6
2080,E02001619,4
2081,E02001620,4
2082,E02001621,4
2083,E02001622,4
2084,E02001623,4
2085,E02001624,4
2086,E02001625,4
2087,E02001626,4
2088,E02001627,4
2089,E02001628,4
2090,E02001629,4
2091,E02001630,4
2092,E02001631,4
2093,E02001632,4
2094,E02001633,6
2095,E02001634,4
2096,E02001635,4
2097,E02001636,4
2098,E02001637,4
2099,E02001638,4
2100,E02001639,6
2101,E02001640,4
2102,E02001642,4
2103,E02001643,6
2104,E02001646,4
2105,E02001647,4
2106,E02001648,4
2107,E02001649,4
2108,E02001650,4
2109,E02001651,6
2110,E02001652,4
2111,E02001653,4
2112,E02001654,4
2113,E02001655,4
2114,E02001656,4
2115,E02001657,4
2116,E02001658,4
2117,E02001659,4
2118,E02001660,4
2119,E02001661,4
2120,E02001662,4
2121,E02001663,4
2122,E02001664,4
2123,E02001665,4
2124,E02001666,4
2125,E02001669,4
2126,E02001670,4
2127,E02001671,4
2128,E02001672,4
2129,E02001673,4
2130,E02001674,4
2131,E02001675,4
2132,E02001676,4
2133,E02001678,4
2134,E02001679,4
2135,E02001680,4
2136,E02001681,4
2137,E02001682,6
2138,E02001683,6
2139,E02001684,4
2140,E02001685,6
2141,E02001686,6
2142,E02001688,4
2143,E02001689,4
2144,E02001690,6
2145,E02001691,4
2146,E02001692,4
2147,E02001693,4
2148,E02001694,4
2149,E02001695,4
2150,E02001696,4
2151,E02001697,4
2152,E02001698,6
2153,E02001699,4
2154,E02001700,6
2155,E02001701,4
2156,E02001702,4
2157,E02001703,6
2158,E02001704,4
2159,E02001705,6
2160,E02001706,6
2161,E02001707,6
2162,E02001708,6
2163,E02001709,6
2164,E02001710,4
2165,E02001711,6
2166,E02001712,4
2167,E02001713,4
2168,E02001714,4
2169,E02001715,4
2170,E02001718,4
2171,E02001719,4
2172,E02001720,4
2173,E02001721,6
2174,E02001722,6
2175,E02001723,4
2176,E02001724,4
2177,E02001725,4
2178,E02001726,4
2179,E02001727,4
2180,E02001728,6
2181,E02001729,4
2182,E02001730,4
2183,E02001731,4
2184,E02001732,4
2185,E02001733,4
2186,E02001734,4
2187,E02001735,4
2188,E02001736,4
2189,E02001737,4
2190,E02001738,6
2191,E02001739,6
2192,E02001740,6
2193,E02001741,6
2194,E02001742,6
2195,E02001743,6
2196,E02001744,6
2197,E02001745,6
2198,E02001746,6
2199,E02001747,6
2200,E02001748,6
2201,E02001749,6
2202,E02001750,6
2203,E02001751,6
2204,E02001752,6
2205,E02001753,6
2206,E02001754,6
2207,E02001755,6
2208,E02001756,6
2209,E02001757,6
2210,E02001758,6
2211,E02001759,6
2212,E02001760,6
2213,E02001761,6
2214,E02001762,6
2215,E02001763,6
2216,E02001764,6
2217,E02001765,6
2218,E02001766,6
2219,E02001767,6
2220,E02001768,6
2221,E02001769,6
2222,E02001770,6
2223,E02001771,6
2224,E02001772,6
2225,E02001773,6
2226,E02001774,6
2227,E02001775,6
2228,E02001776,6
2229,E02001777,6
2230,E02001778,6
2231,E02001779,6
2232,E02001780,6
2233,E02001781,6
2234,E02001782,6
2235,E02001783,6
2236,E02001784,6
2237,E02001785,6
2238,E02001786,6
2239,E02001787,6
2240,E02001788,6
2241,E02001789,6
2242,E02001790,6
2243,E02001791,6
2244,E02001792,6
2245,E02001793,6
2246,E02001794,6
2247,E02001795,6
2248,E02001796,6
2249,E02001797,6
2250,E02001798,6
2251,E02001799,6
2252,E02001800,6
2253,E02001801,6
2254,E02001802,6
2255,E02001803,6
2256,E02001804,6
2257,E02001805,6
2258,E02001806,6
2259,E02001807,6
2260,E02001808,6
2261,E02001809,6
2262,E02001810,6
2263,E02001811,6
2264,E02001812,6
2265,E02001813,6
2266,E02001814,6
2267,E02001815,6
2268,E02001816,6
2269,E02001817,6
2270,E02001818,6
2271,E02001819,6
2272,E02001820,6
2273,E02001821,6
2274,E02001822,6
2275,E02001823,6
2276,E02001824,6
2277,E02001825,6
2278,E02001826,6
2279,E02001827,7
2280,E02001828,7
2281,E02001829,7
2282,E02001830,7
2283,E02001831,7
2284,E02001832,7
2285,E02001833,5
2286,E02001834,5
2287,E02001835,7
2288,E02001836,5
2289,E02001837,5
2290,E02001838,7
2291,E02001839,5
2292,E02001840,5
2293,E02001841,5
2294,E02001842,5
2295,E02001843,5
2296,E02001844,5
2297,E02001845,5
2298,E02001846,5
2299,E02001847,7
2300,E02001848,5
2301,E02001849,5
2302,E02001850,5
2303,E02001851,5
2304,E02001852,5
2305,E02001854,5
2306,E02001855,5
2307,E02001856,5
2308,E02001857,5
2309,E02001858,5
2310,E02001859,5
2311,E02001860,5
2312,E02001861,5
2313,E02001862,5
2314,E02001863,5
2315,E02001864,5
2316,E02001865,5
2317,E02001866,5
2318,E02001867,5
2319,E02001868,5
2320,E02001869,5
2321,E02001870,5
2322,E02001871,5
2323,E02001872,5
2324,E02001873,5
2325,E02001874,5
2326,E02001875,5
2327,E02001876,5
2328,E02001877,5
2329,E02001878,5
2330,E02001879,5
2331,E02001880,5
2332,E02001881,5
2333,E02001882,5
2334,E02001883,5
2335,E02001884,5
2336,E02001886,5
2337,E02001888,5
2338,E02001889,5
2339,E02001890,5
2340,E02001892,5
2341,E02001893,5
2342,E02001895,5
2343,E02001896,5
2344,E02001897,5
2345,E02001898,5
2346,E02001899,5
2347,E02001900,5
2348,E02001901,5
2349,E02001902,5
2350,E02001903,5
2351,E02001904,5
2352,E02001905,5
2353,E02001906,5
2354,E02001907,5
2355,E02001908,5
2356,E02001909,5
2357,E02001910,5
2358,E02001911,5
2359,E02001913,5
2360,E02001914,5
2361,E02001915,5
2362,E02001916,5
2363,E02001918,5
2364,E02001919,5
2365,E02001920,5
2366,E02001921,5
2367,E02001922,5
2368,E02001923,5
2369,E02001924,5
2370,E02001925,5
2371,E02001926,5
2372,E02001927,5
2373,E02001928,5
2374,E02001929,5
2375,E02001930,5
2376,E02001931,5
2377,E02001932,5
2378,E02001933,5
2379,E02001934,5
2380,E02001935,5
2381,E02001936,5
2382,E02001937,5
2383,E02001938,5
2384,E02001939,5
2385,E02001941,5
2386,E02001942,5
2387,E02001943,5
2388,E02001944,5
2389,E02001945,5
2390,E02001946,5
2391,E02001947,5
2392,E02001948,5
2393,E02001949,5
2394,E02001950,5
2395,E02001951,5
2396,E02001952,5
2397,E02001953,5
2398,E02001954,5
2399,E02001955,5
2400,E02001956,5
2401,E02001957,5
2402,E02001958,7
2403,E02001959,7
2404,E02001961,7
2405,E02001962,7
2406,E02001963,7
2407,E02001964,7
2408,E02001965,7
2409,E02001966,7
2410,E02001967,7
2411,E02001968,7
2412,E02001969,7
2413,E02001970,7
2414,E02001971,7
2415,E02001972,7
2416,E02001973,7
2417,E02001974,7
2418,E02001975,7
2419,E02001976,7
2420,E02001977,7
2421,E02001978,7
2422,E02001979,7
2423,E02001980,7
2424,E02001981,7
2425,E02001982,7
2426,E02001983,7
2427,E02001984,7
2428,E02001985,7
2429,E02001986,7
2430,E02001987,7
2431,E02001988,7
2432,E02001989,7
2433,E02001990,7
2434,E02001991,7
2435,E02001992,7
2436,E02001993,7
2437,E02001994,7
2438,E02001995,7
2439,E02001996,7
2440,E02001997,7
2441,E02001998,7
2442,E02001999,7
2443,E02002000,7
2444,E02002001,7
2445,E02002002,7
2446,E02002003,7
2447,E02002004,7
2448,E02002005,7
2449,E02002006,7
2450,E02002007,7
2451,E02002008,7
2452,E02002009,7
2453,E02002010,7
2454,E02002011,7
2455,E02002012,7
2456,E02002013,7
2457,E02002014,7
2458,E02002015,7
2459,E02002016,7
2460,E02002017,7
2461,E02002018,7
2462,E02002019,7
2463,E02002020,7
2464,E02002021,7
2465,E02002022,7
2466,E02002023,7
2467,E02002024,7
2468,E02002025,7
2469,E02002026,7
2470,E02002027,7
2471,E02002028,7
2472,E02002029,7
2473,E02002030,7
2474,E02002031,7
2475,E02002032,7
2476,E02002033,7
2477,E02002034,7
2478,E02002035,7
2479,E02002036,7
2480,E02002037,7
2481,E02002038,7
2482,E02002039,7
2483,E02002040,7
2484,E02002041,7
2485,E02002042,7
2486,E02002043,7
2487,E02002044,7
2488,E02002045,7
2489,E02002046,7
2490,E02002047,7
2491,E02002048,7
2492,E02002049,7
2493,E02002051,7
2494,E02002052,7
2495,E02002053,7
2496,E02002054,7
2497,E02002055,7
2498,E02002056,7
2499,E02002057,7
2500,E02002058,7
2501,E02002059,7
2502,E02002060,7
2503,E02002061,7
2504,E02002062,7
2505,E02002063,7
2506,E02002064,7
2507,E02002065,7
2508,E02002066,7
2509,E02002067,7
2510,E02002068,7
2511,E02002069,7
2512,E02002070,7
2513,E02002071,7
2514,E02002072,7
2515,E02002073,7
2516,E02002074,7
2517,E02002075,7
2518,E02002076,7
2519,E02002077,7
2520,E02002078,7
2521,E02002079,7
2522,E02002080,7
2523,E02002081,7
2524,E02002082,7
2525,E02002083,7
2526,E02002084,7
2527,E02002085,7
2528,E02002086,7
2529,E02002087,7
2530,E02002088,7
2531,E02002089,7
2532,E02002090,7
2533,E02002091,7
2534,E02002092,7
2535,E02002093,7
2536,E02002094,7
2537,E02002095,7
2538,E02002096,7
2539,E02002097,7
2540,E02002098,7
2541,E02002099,7
2542,E02002101,7
2543,E02002102,7
2544,E02002103,7
2545,E02002104,7
2546,E02002105,7
2547,E02002106,7
2548,E02002107,7
2549,E02002108,7
2550,E02002109,7
2551,E02002110,7
2552,E02002111,7
2553,E02002112,7
2554,E02002113,7
2555,E02002114,7
2556,E02002115,7
2557,E02002116,7
2558,E02002117,7
2559,E02002118,7
2560,E02002119,7
2561,E02002120,7
2562,E02002121,7
2563,E02002122,7
2564,E02002123,7
2565,E02002124,7
2566,E02002125,7
2567,E02002126,7
2568,E02002127,7
2569,E02002128,7
2570,E02002129,7
2571,E02002130,7
2572,E02002131,7
2573,E02002132,7
2574,E02002133,7
2575,E02002134,7
2576,E02002135,7
2577,E02002136,7
2578,E02002137,7
2579,E02002138,7
2580,E02002139,7
2581,E02002140,7
2582,E02002141,7
2583,E02002142,7
2584,E02002143,7
2585,E02002144,7
2586,E02002145,7
2587,E02002146,7
2588,E02002147,7
2589,E02002148,7
2590,E02002149,7
2591,E02002150,7
2592,E02002151,7
2593,E02002152,7
2594,E02002153,7
2595,E02002154,7
2596,E02002155,7
2597,E02002156,7
2598,E02002157,7
2599,E02002158,7
2600,E02002159,7
2601,E02002160,7
2602,E02002161,7
2603,E02002162,7
2604,E02002163,7
2605,E02002164,7
2606,E02002165,7
2607,E02002166,7
2608,E02002167,7
2609,E02002168,7
2610,E02002169,7
2611,E02002170,7
2612,E02002171,7
2613,E02002174,7
2614,E02002175,7
2615,E02002176,7
2616,E02002177,7
2617,E02002178,7
2618,E02002179,7
2619,E02002180,7
2620,E02002181,7
2621,E02002182,7
2622,E02002183,6
2623,E02002184,6
2624,E02002185,6
2625,E02002186,6
2626,E02002187,6
2627,E02002188,6
2628,E02002189,6
2629,E02002190,6
2630,E02002191,6
2631,E02002192,6
2632,E02002193,6
2633,E02002194,6
2634,E02002195,6
2635,E02002196,6
2636,E02002197,6
2637,E02002198,6
2638,E02002199,6
2639,E02002200,6
2640,E02002201,6
2641,E02002202,6
2642,E02002203,6
2643,E02002204,6
2644,E02002205,6
2645,E02002206,6
2646,E02002207,6
2647,E02002208,6
2648,E02002209,6
2649,E02002210,6
2650,E02002211,6
2651,E02002212,6
2652,E02002213,6
2653,E02002214,6
2654,E02002215,6
2655,E02002216,6
2656,E02002217,6
2657,E02002218,6
2658,E02002219,6
2659,E02002220,6
2660,E02002221,6
2661,E02002222,6
2662,E02002223,6
2663,E02002224,6
2664,E02002225,6
2665,E02002226,6
2666,E02002227,6
2667,E02002228,6
2668,E02002229,6
2669,E02002230,6
2670,E02002231,6
2671,E02002232,6
2672,E02002233,6
2673,E02002234,6
2697,E02002258,6
2698,E02002259,6
2699,E02002260,6
2700,E02002261,6
2701,E02002262,6
2702,E02002263,6
2703,E02002264,6
2704,E02002265,6
2705,E02002266,6
2706,E02002267,6
2707,E02002268,6
2708,E02002269,6
2709,E02002270,6
2736,E02002297,6
2737,E02002298,6
2738,E02002299,6
2739,E02002300,6
2740,E02002301,6
2741,E02002302,6
2742,E02002303,6
2743,E02002304,6
2744,E02002305,6
2745,E02002306,6
2746,E02002307,6
2747,E02002308,6
2748,E02002309,6
2749,E02002310,6
2750,E02002311,6
2751,E02002312,6
2752,E02002313,6
2753,E02002314,6
2754,E02002315,6
2755,E02002316,6
2756,E02002317,6
2757,E02002318,6
2758,E02002319,6
2784,E02002345,6
2785,E02002346,6
2786,E02002347,6
2787,E02002348,6
2788,E02002349,6
2789,E02002350,6
2790,E02002351,6
2791,E02002352,4
2792,E02002353,4
2793,E02002354,4
2794,E02002356,6
2795,E02002357,6
2796,E02002358,6
2797,E02002359,6
2798,E02002360,4
2799,E02002361,6
2800,E02002362,4
2801,E02002363,4
2802,E02002364,6
2803,E02002366,6
2804,E02002367,4
2805,E02002368,6
2806,E02002369,6
2807,E02002370,6
2808,E02002371,4
2809,E02002373,4
2810,E02002374,4
2811,E02002375,4
2812,E02002376,4
2813,E02002377,4
2814,E02002379,6
2815,E02002380,4
2816,E02002381,4
2817,E02002382,4
2818,E02002383,4
2819,E02002384,4
2820,E02002385,4
2821,E02002386,6
2822,E02002387,4
2823,E02002388,4
2824,E02002389,4
2825,E02002390,4
2826,E02002391,6
2827,E02002392,4
2828,E02002393,4
2829,E02002394,4
2830,E02002395,6
2831,E02002396,4
2832,E02002397,6
2833,E02002398,6
2834,E02002399,4
2835,E02002400,4
2836,E02002401,4
2837,E02002402,6
2838,E02002403,6
2839,E02002404,4
2840,E02002405,6
2841,E02002406,6
2842,E02002407,4
2843,E02002408,6
2844,E02002409,4
2845,E02002410,4
2846,E02002411,4
2847,E02002412,4
2848,E02002414,4
2849,E02002415,4
2850,E02002416,6
2851,E02002417,6
2852,E02002418,6
2853,E02002419,4
2854,E02002420,4
2855,E02002421,4
2856,E02002422,6
2857,E02002423,4
2858,E02002424,6
2859,E02002425,6
2860,E02002426,6
2861,E02002427,6
2862,E02002428,6
2863,E02002429,6
2864,E02002430,6
2865,E02002431,6
2866,E02002432,6
2867,E02002433,6
2868,E02002434,6
2869,E02002435,6
2870,E02002436,6
2871,E02002437,6
2872,E02002438,6
2873,E02002439,6
2874,E02002440,6
2875,E02002441,6
2876,E02002442,6
2877,E02002443,6
2878,E02002444,6
2879,E02002445,6
2880,E02002446,6
2881,E02002447,6
2882,E02002448,6
2883,E02002449,6
2884,E02002450,6
2885,E02002451,6
2886,E02002452,6
2887,E02002453,6
2888,E02002454,6
2889,E02002455,6
2890,E02002456,6
2891,E02002457,6
2892,E02002458,6
2893,E02002459,6
2894,E02002460,6
2895,E02002461,6
2896,E02002462,6
2897,E02002463,6
2898,E02002464,6
2899,E02002465,6
2900,E02002466,6
2901,E02002467,6
2902,E02002468,6
2903,E02002469,6
2904,E02002470,6
2905,E02002471,6
2906,E02002472,6
2907,E02002473,6
2908,E02002474,6
2909,E02002475,6
2910,E02002476,6
2911,E02002477,6
2912,E02002478,6
2913,E02002479,6
2914,E02002480,6
2915,E02002481,6
2916,E02002482,6
2917,E02002483,16
2918,E02002484,16
2919,E02002485,16
2920,E02002487,16
2921,E02002488,16
2922,E02002489,16
2923,E02002490,16
2924,E02002491,16
2925,E02002492,16
2926,E02002493,16
2927,E02002494,16
2928,E02002496,8
2929,E02002497,8
2930,E02002498,8
2931,E02002499,8
2932,E02002500,8
2933,E02002501,8
2934,E02002502,8
2935,E02002503,8
2936,E02002504,8
2937,E02002505,8
2938,E02002506,8
2939,E02002507,8
2940,E02002508,8
2941,E02002509,8
2942,E02002510,8
2943,E02002512,8
2944,E02002513,8
2945,E02002514,8
2946,E02002515,8
2947,E02002516,8
2948,E02002517,8
2949,E02002518,8
2950,E02002519,8
2951,E02002520,17
2952,E02002521,17
2953,E02002523,8
2954,E02002524,17
2955,E02002525,8
2956,E02002526,17
2957,E02002527,17
2958,E02002529,8
2959,E02002530,17
2960,E02002532,17
2961,E02002533,17
2962,E02002534,17
2963,E02002535,8
2964,E02002536,8
2965,E02002537,8
2966,E02002538,8
2967,E02002539,17
2968,E02002540,8
2969,E02002541,8
2970,E02002542,8
2971,E02002543,8
2972,E02002544,8
2973,E02002545,8
2974,E02002546,8
2975,E02002547,8
2976,E02002548,8
