NTEM7_Zone_ID,NTEM7_Zone_Code,NTMv2R_Zone_Number
4510,E02004110,17
4511,E02004111,17
4512,E02004112,17
4513,E02004113,17
4514,E02004114,17
4515,E02004115,17
4516,E02004116,17
4517,E02004117,17
4518,E02004118,17
4519,E02004119,17
4520,E02004120,17
4521,E02004121,17
4522,E02004122,17
4523,E02004123,17
4524,E02004124,16
4525,E02004125,16
4526,E02004126,16
5047,E02004651,17
5048,E02004652,17
5049,E02004653,17
5050,E02004654,16
5051,E02004655,16
5052,E02004656,16
5053,E02004657,16
5054,E02004658,17
5055,E02004659,17
5056,E02004660,17
5057,E02004661,17
5058,E02004662,17
5059,E02004663,17
5060,E02004664,17
5061,E02004665,17
5062,E02004666,17
5063,E02004667,17
5064,E02004668,17
5065,E02004669,17
5066,E02004670,17
5067,E02004671,17
5068,E02004672,14
5069,E02004673,17
5070,E02004674,14
5071,E02004675,17
5072,E02004676,17
5333,E02004942,14
5334,E02004943,17
5335,E02004944,16
5336,E02004945,16
5337,E02004946,16
5338,E02004947,16
5339,E02004948,16
5340,E02004949,16
5341,E02004950,16
5342,E02004951,16
5343,E02004952,16
5344,E02004953,16
5345,E02004954,16
5346,E02004955,16
5347,E02004956,16
5348,E02004957,16
5349,E02004958,17
5350,E02004959,16
5351,E02004960,16
5352,E02004961,16
5353,E02004962,16
5354,E02004963,16
5355,E02004964,17
5356,E02004965,16
5357,E02004966,16
5358,E02004967,16
864,E02000379,2
865,E02000380,2
866,E02000381,2
867,E02000382,2
868,E02000383,2
869,E02000384,2
870,E02000385,2
871,E02000386,2
872,E02000387,2
873,E02000388,2
874,E02000389,2
875,E02000390,2
876,E02000391,2
877,E02000392,2
878,E02000393,2
879,E02000394,2
880,E02000395,2
881,E02000396,2
882,E02000397,2
883,E02000398,2
884,E02000400,2
885,E02000401,2
886,E02000402,2
887,E02000403,2
888,E02000404,2
889,E02000405,2
890,E02000406,2
891,E02000407,2
892,E02000408,2
893,E02000409,2
894,E02000410,2
895,E02000411,2
896,E02000412,2
897,E02000413,2
898,E02000414,2
899,E02000415,2
900,E02000416,2
901,E02000417,2
902,E02000418,2
903,E02000419,2
904,E02000420,2
905,E02000421,2
906,E02000422,2
907,E02000423,2
908,E02000424,2
909,E02000425,2
910,E02000426,2
911,E02000427,2
912,E02000428,2
913,E02000429,2
914,E02000430,2
915,E02000431,2
916,E02000432,2
917,E02000433,3
918,E02000434,3
919,E02000435,3
920,E02000436,3
921,E02000437,3
922,E02000438,3
923,E02000439,3
924,E02000440,3
925,E02000441,3
926,E02000442,3
927,E02000443,3
928,E02000444,3
929,E02000445,3
930,E02000447,3
931,E02000448,3
932,E02000449,3
933,E02000451,3
934,E02000452,3
935,E02000453,3
936,E02000454,3
937,E02000455,3
938,E02000456,3
939,E02000457,3
940,E02000459,3
941,E02000460,3
942,E02000461,3
943,E02000462,3
944,E02000463,3
945,E02000464,3
946,E02000465,3
947,E02000466,3
948,E02000467,3
949,E02000468,3
950,E02000469,3
951,E02000470,3
952,E02000471,3
953,E02000472,3
954,E02000473,3
955,E02000474,3
956,E02000475,3
957,E02000476,3
958,E02000477,3
959,E02000478,3
960,E02000479,3
961,E02000480,3
962,E02000481,3
963,E02000482,3
964,E02000483,3
965,E02000484,3
966,E02000485,3
967,E02000486,3
968,E02000487,3
969,E02000488,3
970,E02000489,3
971,E02000490,3
972,E02000491,3
973,E02000492,3
974,E02000493,3
975,E02000494,3
976,E02000495,3
977,E02000496,3
978,E02000497,3
979,E02000498,3
980,E02000499,3
981,E02000500,3
982,E02000501,3
983,E02000502,3
984,E02000503,3
985,E02000504,3
986,E02000506,3
987,E02000507,3
988,E02000508,3
989,E02000509,3
990,E02000510,3
991,E02000511,3
992,E02000512,3
993,E02000513,3
994,E02000514,3
995,E02000515,3
996,E02000516,3
997,E02000517,3
998,E02000518,3
999,E02000519,3
1000,E02000520,3
1001,E02000521,3
1002,E02000522,3
1003,E02000523,3
1004,E02000524,3
1005,E02000525,3
1006,E02000526,3
1007,E02000528,3
1008,E02000529,3
1009,E02000530,3
1010,E02000531,3
1011,E02000532,3
1012,E02000533,3
1013,E02000534,3
1014,E02000535,3
1015,E02000536,3
1016,E02000537,3
1017,E02000538,3
1018,E02000539,3
1019,E02000540,3
1020,E02000541,3
1021,E02000542,3
1022,E02000543,3
1023,E02000544,3
1024,E02000545,3
1025,E02000546,3
1026,E02000547,3
1027,E02000548,3
1028,E02000549,3
1029,E02000550,3
1030,E02000551,3
1031,E02000552,3
1032,E02000553,3
1033,E02000554,2
1034,E02000555,2
1035,E02000556,2
1036,E02000557,2
1037,E02000558,2
1038,E02000559,2
1039,E02000560,2
1040,E02000561,2
1041,E02000562,2
1042,E02000563,2
1043,E02000564,2
1044,E02000565,2
1045,E02000566,2
1046,E02000567,2
1047,E02000568,2
1048,E02000569,2
1049,E02000570,2
1050,E02000571,2
1051,E02000572,2
1052,E02000573,2
1053,E02000574,2
1054,E02000575,2
1055,E02000576,2
1056,E02000577,2
1057,E02000578,2
1058,E02000579,2
1999,E02001538,6
2000,E02001539,6
2001,E02001540,6
2002,E02001541,6
2003,E02001542,6
2004,E02001543,6
2005,E02001544,6
2006,E02001545,6
2007,E02001546,6
2008,E02001547,6
2009,E02001548,6
2010,E02001549,6
2011,E02001550,6
2012,E02001551,6
2013,E02001552,6
2014,E02001553,6
2015,E02001554,6
2016,E02001555,6
2017,E02001556,6
2018,E02001557,6
2019,E02001558,6
2020,E02001559,6
2021,E02001560,6
2022,E02001561,6
2759,E02002320,6
2760,E02002321,6
2761,E02002322,6
2762,E02002323,6
2763,E02002324,6
2764,E02002325,6
2765,E02002326,6
2766,E02002327,6
2767,E02002328,6
2768,E02002329,6
2769,E02002330,6
2770,E02002331,6
2771,E02002332,6
2772,E02002333,6
2773,E02002334,6
2774,E02002335,6
2775,E02002336,6
2776,E02002337,6
2777,E02002338,6
2778,E02002339,6
2779,E02002340,6
2780,E02002341,6
2781,E02002342,6
2782,E02002343,6
2783,E02002344,6
3468,E02003051,10
3469,E02003052,10
3470,E02003053,10
3471,E02003054,10
3472,E02003055,10
3473,E02003056,10
3474,E02003057,10
3475,E02003058,10
3476,E02003059,10
3477,E02003060,10
3478,E02003061,10
3479,E02003062,10
3480,E02003063,10
3481,E02003064,10
3482,E02003065,17
3483,E02003066,17
3484,E02003067,17
3485,E02003068,10
3486,E02003069,17
3487,E02003070,17
3488,E02003071,17
3489,E02003072,17
3490,E02003073,17
3491,E02003074,17
4289,E02003884,17
4290,E02003885,17
4291,E02003886,16
4292,E02003887,16
4293,E02003888,16
4294,E02003889,16
4295,E02003890,16
4296,E02003891,17
4297,E02003892,17
4298,E02003893,17
4299,E02003894,17
4300,E02003895,17
4301,E02003896,17
4302,E02003897,17
4303,E02003898,17
4304,E02003899,17
4305,E02003900,17
4306,E02003901,17
4307,E02003902,17
4308,E02003903,17
4309,E02003904,17
4310,E02003905,17
5034,E02004638,14
5035,E02004639,14
5036,E02004640,14
5037,E02004641,14
5038,E02004642,14
5039,E02004643,14
5040,E02004644,14
5041,E02004645,14
5042,E02004646,14
5043,E02004647,14
5044,E02004648,14
5045,E02004649,14
5046,E02004650,14
5073,E02004677,17
5074,E02004678,17
5075,E02004679,17
5076,E02004680,16
5077,E02004681,16
5078,E02004682,16
5079,E02004683,16
5080,E02004684,16
5081,E02004685,16
5556,E02005169,16
5557,E02005170,16
5558,E02005171,16
5559,E02005172,17
5560,E02005173,16
5561,E02005174,17
5562,E02005175,17
5563,E02005176,13
5564,E02005177,13
5565,E02005178,13
5566,E02005179,13
5567,E02005180,13
5568,E02005181,13
5569,E02005182,13
5570,E02005183,13
5571,E02005184,17
5572,E02005185,13
5573,E02005186,17
5574,E02005189,9
5575,E02005190,17
5576,E02005191,9
5577,E02005192,17
5578,E02005193,9
5579,E02005194,9
5676,E02005295,9
5677,E02005296,17
5678,E02005297,17
5679,E02005298,9
5680,E02005299,9
5681,E02005300,9
5682,E02005301,9
5683,E02005302,9
5684,E02005303,9
5685,E02005304,17
5686,E02005305,17
5687,E02005306,17
5688,E02005307,17
5689,E02005308,17
5690,E02005309,17
5691,E02005310,17
5692,E02005311,17
5693,E02005312,13
5694,E02005313,13
5695,E02005314,13
5696,E02005315,17
5697,E02005316,13
1059,E02000580,2
1060,E02000581,2
1061,E02000582,2
1062,E02000583,2
1063,E02000584,2
1064,E02000585,2
1065,E02000586,2
1066,E02000587,2
1067,E02000588,2
1068,E02000589,2
1069,E02000590,2
1070,E02000591,2
1071,E02000592,2
1072,E02000593,2
1073,E02000594,2
1074,E02000595,2
1075,E02000596,2
1076,E02000597,2
1077,E02000598,3
1078,E02000599,3
1079,E02000600,3
1080,E02000601,3
1081,E02000602,3
1082,E02000603,3
1083,E02000604,3
1084,E02000605,3
1085,E02000606,3
1086,E02000607,3
1087,E02000608,3
1088,E02000609,3
1089,E02000610,3
1090,E02000611,3
1091,E02000612,3
1092,E02000613,3
1093,E02000614,3
1094,E02000615,3
1095,E02000616,3
1096,E02000617,3
1097,E02000619,2
1098,E02000620,2
1099,E02000621,2
1100,E02000622,2
1101,E02000623,2
1102,E02000624,2
1103,E02000625,2
1104,E02000626,2
1105,E02000627,2
1106,E02000628,2
1107,E02000629,2
1108,E02000630,2
1109,E02000631,2
1110,E02000632,2
1111,E02000633,2
1112,E02000634,2
1113,E02000635,2
1114,E02000636,2
1115,E02000637,2
1116,E02000638,2
1117,E02000639,2
1118,E02000640,2
1119,E02000641,2
1120,E02000642,2
1121,E02000643,2
1122,E02000644,2
1123,E02000645,2
1124,E02000646,2
1125,E02000647,2
1126,E02000648,2
1127,E02000649,2
1128,E02000650,2
1129,E02000651,2
1130,E02000652,2
1131,E02000653,2
1132,E02000654,2
1133,E02000655,2
1134,E02000657,2
1135,E02000658,2
1136,E02000659,2
1137,E02000660,2
1138,E02000661,2
1139,E02000662,2
1140,E02000663,2
1141,E02000664,2
1142,E02000665,2
1143,E02000666,2
1144,E02000667,2
1145,E02000668,2
1146,E02000669,2
1147,E02000670,2
1148,E02000671,2
1149,E02000672,2
1176,E02000701,3
1177,E02000702,3
1178,E02000703,3
1179,E02000704,3
1180,E02000705,3
1181,E02000706,3
1182,E02000707,3
1183,E02000708,3
1184,E02000709,3
1185,E02000710,3
1186,E02000711,3
1187,E02000712,3
1188,E02000713,3
1189,E02000714,2
1190,E02000715,2
1191,E02000716,2
1192,E02000717,2
1193,E02000718,2
1194,E02000719,2
1195,E02000720,2
1196,E02000721,2
1197,E02000722,2
1198,E02000723,2
1199,E02000724,2
1200,E02000725,2
1201,E02000726,2
1202,E02000727,2
1203,E02000728,2
1204,E02000729,2
1205,E02000730,2
1206,E02000731,2
1207,E02000732,2
1208,E02000733,2
1209,E02000734,2
1210,E02000735,2
1211,E02000736,2
2674,E02002235,6
2675,E02002236,6
2676,E02002237,6
2677,E02002238,6
2678,E02002239,6
2679,E02002240,6
2680,E02002241,6
2681,E02002242,6
2682,E02002243,6
2683,E02002244,6
2684,E02002245,6
2685,E02002246,6
2686,E02002247,6
2687,E02002248,6
2688,E02002249,6
2689,E02002250,6
2690,E02002251,6
2691,E02002252,6
2692,E02002253,6
2693,E02002254,6
2694,E02002255,6
2695,E02002256,6
2696,E02002257,6
3300,E02002880,8
3301,E02002881,8
3302,E02002882,8
3303,E02002883,8
3304,E02002884,8
3305,E02002885,8
3306,E02002886,8
3307,E02002887,8
3308,E02002888,8
3309,E02002889,8
3310,E02002890,8
3311,E02002891,8
3312,E02002892,8
3313,E02002893,8
3314,E02002894,8
3315,E02002895,8
3316,E02002896,8
3317,E02002897,8
3318,E02002898,8
3319,E02002899,8
3320,E02002901,8
3321,E02002902,8
3322,E02002903,8
4002,E02003593,17
4003,E02003594,17
4004,E02003595,17
4005,E02003596,17
4006,E02003597,17
4007,E02003598,17
4008,E02003599,17
4009,E02003600,17
4010,E02003601,17
4011,E02003602,17
4012,E02003603,17
4013,E02003604,17
4014,E02003605,17
4015,E02003606,17
4016,E02003607,17
4017,E02003608,17
4018,E02003609,17
4019,E02003610,17
4020,E02003611,17
4021,E02003612,17
4022,E02003613,17
4090,E02003681,16
4091,E02003682,16
4092,E02003683,16
4093,E02003685,17
4094,E02003686,17
4095,E02003687,17
4096,E02003688,17
4097,E02003689,17
4098,E02003690,17
4099,E02003691,14
4100,E02003692,14
4101,E02003693,17
4102,E02003694,14
4103,E02003695,17
4104,E02003696,17
4105,E02003697,17
4106,E02003698,17
4107,E02003699,17
4108,E02003701,14
4109,E02003702,17
4110,E02003703,14
4111,E02003704,14
4112,E02003705,14
4113,E02003706,14
4475,E02004071,17
4476,E02004072,17
4477,E02004073,17
4478,E02004074,17
4479,E02004075,17
4480,E02004076,17
4481,E02004077,17
4482,E02004078,8
4483,E02004080,8
4484,E02004081,17
4485,E02004082,17
4486,E02004083,8
4487,E02004084,8
4488,E02004085,8
4489,E02004086,12
7283,E02006927,3
7284,E02006928,3
7285,E02006929,3
7286,E02006930,3
7287,E02006931,3
7288,E02006932,5
7289,E02006933,5
7290,E02006934,5
7291,W02000001,17
7292,W02000002,17
7293,W02000003,17
7294,W02000004,17
7295,W02000005,17
7296,W02000006,17
7297,W02000007,17
7298,W02000008,17
7299,W02000009,17
7300,W02000010,17
7301,W02000011,17
7302,W02000012,17
7303,W02000013,17
7304,W02000014,17
7305,W02000015,17
7306,W02000016,17
7307,W02000017,17
7308,W02000018,17
7309,W02000019,17
7310,W02000020,17
7311,W02000021,17
7312,W02000022,17
7313,W02000023,17
7314,W02000024,17
5954,E02005580,17
5955,E02005581,17
5956,E02005582,17
5957,E02005583,17
5958,E02005584,14
5959,E02005585,14
5960,E02005586,14
5961,E02005587,14
5962,E02005588,14
5963,E02005589,14
5964,E02005590,14
5965,E02005592,14
5966,E02005593,14
5967,E02005594,14
5968,E02005595,14
5969,E02005596,14
5970,E02005597,14
5971,E02005598,17
5972,E02005599,17
5973,E02005600,17
5974,E02005601,17
5975,E02005602,17
5976,E02005603,17
1212,E02000737,2
1213,E02000738,2
1214,E02000739,2
1215,E02000740,2
1216,E02000741,2
1217,E02000742,2
1218,E02000743,2
1219,E02000744,2
1220,E02000745,2
1221,E02000746,2
1222,E02000747,2
1223,E02000748,2
1224,E02000749,2
1225,E02000750,2
1226,E02000751,3
1227,E02000752,3
1228,E02000753,3
1229,E02000754,3
1230,E02000755,3
1231,E02000756,3
1232,E02000757,3
1233,E02000758,3
1234,E02000759,3
1235,E02000760,3
1236,E02000762,3
1237,E02000763,3
1238,E02000764,3
1239,E02000765,3
1240,E02000767,3
1241,E02000768,3
1242,E02000769,3
1243,E02000770,3
1244,E02000772,3
1245,E02000773,3
1246,E02000774,3
1247,E02000776,3
1248,E02000777,3
1249,E02000779,3
1250,E02000780,3
1251,E02000781,3
1252,E02000782,3
1253,E02000783,3
1254,E02000784,3
1255,E02000785,3
1256,E02000786,3
1257,E02000787,3
1258,E02000788,3
1259,E02000789,3
1260,E02000790,3
1261,E02000791,3
1262,E02000792,3
1263,E02000793,3
1264,E02000794,3
1265,E02000795,3
1266,E02000796,3
1267,E02000797,3
1268,E02000798,3
1269,E02000799,3
1270,E02000800,3
1271,E02000801,3
1272,E02000802,3
1273,E02000803,3
1274,E02000804,3
1275,E02000805,3
1276,E02000806,3
1277,E02000807,2
1278,E02000808,2
1279,E02000809,2
1280,E02000810,2
1281,E02000812,2
1282,E02000813,2
1283,E02000814,2
1284,E02000815,2
1285,E02000816,2
1286,E02000817,2
1287,E02000818,2
1288,E02000819,2
1289,E02000820,2
1290,E02000821,2
1291,E02000822,2
1292,E02000823,2
1293,E02000824,2
1294,E02000825,2
1295,E02000826,2
1296,E02000827,2
1297,E02000828,2
1298,E02000829,2
1299,E02000830,2
1300,E02000831,2
1301,E02000832,2
1302,E02000833,2
1303,E02000834,2
1304,E02000835,2
1305,E02000836,2
1306,E02000837,2
1307,E02000838,2
1308,E02000839,2
1309,E02000840,3
1310,E02000841,3
1311,E02000842,3
1312,E02000843,3
1313,E02000844,3
1314,E02000845,3
1315,E02000846,3
1316,E02000847,3
1317,E02000848,3
1318,E02000849,3
1319,E02000850,3
1320,E02000851,3
1321,E02000852,3
1322,E02000853,3
1323,E02000854,3
1324,E02000855,3
1325,E02000856,3
1326,E02000857,3
1327,E02000858,3
1328,E02000859,3
1329,E02000860,3
1330,E02000861,3
1331,E02000863,3
1332,E02000864,2
1333,E02000865,2
1334,E02000866,2
1335,E02000867,2
1336,E02000868,2
1337,E02000869,2
1338,E02000870,2
1339,E02000871,2
1340,E02000872,2
1341,E02000873,2
1342,E02000874,2
1343,E02000875,2
1344,E02000876,2
1345,E02000877,2
1346,E02000878,2
1347,E02000879,2
1348,E02000880,2
1349,E02000881,2
1350,E02000882,2
1351,E02000883,2
1352,E02000884,2
1353,E02000885,2
1354,E02000886,2
1355,E02000887,2
1356,E02000888,2
1357,E02000889,2
1358,E02000890,2
1359,E02000891,2
1360,E02000893,2
1361,E02000894,2
1362,E02000895,3
1363,E02000896,3
1364,E02000897,3
1365,E02000898,3
1366,E02000899,3
1367,E02000900,3
1368,E02000901,3
1369,E02000902,3
1370,E02000903,3
1371,E02000904,3
1372,E02000905,3
1373,E02000906,3
1374,E02000907,3
1375,E02000908,3
1376,E02000909,3
1377,E02000910,3
1378,E02000911,3
1379,E02000912,3
1380,E02000913,3
1381,E02000914,3
1382,E02000915,3
1383,E02000916,3
1410,E02000943,2
1411,E02000944,2
1412,E02000945,2
1413,E02000946,2
1414,E02000947,2
1415,E02000948,2
1416,E02000949,2
1417,E02000950,2
1418,E02000951,2
1419,E02000952,2
1420,E02000953,2
1421,E02000954,2
1422,E02000955,2
1423,E02000956,2
1424,E02000957,2
1425,E02000958,2
1426,E02000959,2
1427,E02000960,1
1428,E02000961,1
1429,E02000962,1
1430,E02000963,1
1431,E02000964,1
1432,E02000965,1
1433,E02000966,1
1434,E02000967,1
1435,E02000968,1
1436,E02000969,1
1437,E02000970,1
1438,E02000971,1
1439,E02000972,1
1440,E02000973,1
1441,E02000974,1
1442,E02000975,1
1443,E02000976,1
1444,E02000977,1
1445,E02000978,1
1446,E02000979,1
1447,E02000980,1
1448,E02000981,1
1449,E02000982,1
1450,E02000983,1
1451,E02000984,7
1452,E02000985,7
1453,E02000986,7
1454,E02000987,7
1455,E02000988,7
1456,E02000989,7
1457,E02000990,7
1458,E02000991,7
1459,E02000992,7
1460,E02000993,7
1461,E02000994,7
1462,E02000995,7
1463,E02000996,7
1464,E02000997,7
1465,E02000998,7
1466,E02000999,7
1467,E02001000,7
1468,E02001001,7
1469,E02001002,7
1470,E02001003,7
1471,E02001004,7
1472,E02001005,7
1473,E02001006,7
1474,E02001007,7
1475,E02001008,7
1476,E02001009,7
1477,E02001010,7
1478,E02001011,7
1479,E02001012,7
1480,E02001013,7
1481,E02001014,7
1482,E02001015,7
