NTM_Zone,NTM_Purpose,NTM_HH,NTM_Person,loFlow,Income_Prop
9,2,4,2,24,0.500245293
9,2,5,2,25,0.625275815
9,2,1,2,26,0.074152211
9,2,2,2,27,0.243948029
9,2,3,2,28,0.266330098
9,2,4,2,29,0.305823966
9,2,5,2,30,0.255991977
9,2,1,2,31,0.295711063
9,2,2,2,32,0.164762234
9,2,3,2,33,0.226072115
9,2,4,2,34,0.193930741
9,2,5,2,35,0.118732208
9,2,1,1,36,1
9,2,2,1,37,1
9,2,3,1,38,1
9,2,4,1,39,1
9,2,5,1,40,1
9,2,1,3,36,1
9,2,2,3,37,1
9,2,3,3,38,1
9,2,4,3,39,1
9,2,5,3,40,1
9,2,1,4,36,1
9,2,2,4,37,1
9,2,3,4,38,1
9,2,4,4,39,1
9,2,5,4,40,1
9,3,1,1,41,1
9,3,2,1,42,1
9,3,3,1,43,1
9,3,4,1,44,1
9,3,5,1,45,1
9,3,1,2,46,1
9,3,2,2,47,1
9,3,3,2,48,1
9,3,4,2,49,1
9,3,5,2,50,1
9,3,1,3,51,1
9,3,2,3,52,1
9,3,3,3,53,1
9,3,4,3,54,1
9,3,5,3,55,1
9,3,1,4,56,1
9,3,2,4,57,1
9,3,3,4,58,1
9,3,4,4,59,1
9,3,5,4,60,1
9,4,1,1,61,1
9,4,2,1,62,1
9,4,3,1,63,1
9,4,4,1,64,1
9,4,5,1,65,1
9,4,1,2,66,1
9,4,2,2,67,1
9,4,3,2,68,1
9,4,4,2,69,1
9,4,5,2,70,1
9,4,1,3,71,1
9,4,2,3,72,1
9,4,3,3,73,1
9,4,4,3,74,1
9,4,5,3,75,1
9,4,1,4,76,1
9,4,2,4,77,1
9,4,3,4,78,1
9,4,4,4,79,1
9,4,5,4,80,1
9,5,1,1,81,1
9,5,2,1,82,1
9,5,3,1,83,1
9,5,4,1,84,1
9,5,5,1,85,1
9,5,1,2,86,1
9,5,2,2,87,1
9,5,3,2,88,1
9,5,4,2,89,1
9,5,5,2,90,1
9,5,1,3,91,1
9,5,2,3,92,1
9,5,3,3,93,1
9,5,4,3,94,1
9,5,5,3,95,1
9,5,1,4,96,1
9,5,2,4,97,1
9,5,3,4,98,1
9,5,4,4,99,1
9,5,5,4,100,1
9,6,0,0,101,1
9,7,0,0,102,0.644131139
9,7,0,0,103,0.189146485
9,7,0,0,104,0.166722376
9,8,0,0,105,1
10,1,1,2,1,0.429215581
10,1,2,2,2,0.547381366
10,1,3,2,3,0.321438054
10,1,4,2,4,0.420518749
10,1,5,2,5,0.507441711
10,1,1,2,6,0.313292025
10,1,2,2,7,0.343431638
10,1,3,2,8,0.390997769
10,1,4,2,9,0.377969332
10,1,5,2,10,0.356084673
10,1,1,2,11,0.257492394
10,1,2,2,12,0.109186996
10,1,3,2,13,0.287564177
10,1,4,2,14,0.201511919
10,1,5,2,15,0.136473616
10,1,1,1,16,1
10,1,2,1,17,1
10,1,3,1,18,1
10,1,4,1,19,1
10,1,5,1,20,1
10,1,1,3,16,1
10,1,2,3,17,1
10,1,3,3,18,1
10,1,4,3,19,1
10,1,5,3,20,1
10,1,1,4,16,1
10,1,2,4,17,1
10,1,3,4,18,1
10,1,4,4,19,1
10,1,5,4,20,1
10,2,1,2,21,0.630136726
10,2,2,2,22,0.591289737
10,2,3,2,23,0.507597786
10,2,4,2,24,0.500245293
10,2,5,2,25,0.625275815
10,2,1,2,26,0.074152211
10,2,2,2,27,0.243948029
10,2,3,2,28,0.266330098
10,2,4,2,29,0.305823966
10,2,5,2,30,0.255991977
10,2,1,2,31,0.295711063
10,2,2,2,32,0.164762234
10,2,3,2,33,0.226072115
10,2,4,2,34,0.193930741
10,2,5,2,35,0.118732208
10,2,1,1,36,1
10,2,2,1,37,1
10,2,3,1,38,1
10,2,4,1,39,1
10,2,5,1,40,1
10,2,1,3,36,1
10,2,2,3,37,1
10,2,3,3,38,1
10,2,4,3,39,1
10,2,5,3,40,1
10,2,1,4,36,1
10,2,2,4,37,1
10,2,3,4,38,1
10,2,4,4,39,1
10,2,5,4,40,1
10,3,1,1,41,1
10,3,2,1,42,1
10,3,3,1,43,1
10,3,4,1,44,1
10,3,5,1,45,1
10,3,1,2,46,1
10,3,2,2,47,1
10,3,3,2,48,1
10,3,4,2,49,1
10,3,5,2,50,1
10,3,1,3,51,1
10,3,2,3,52,1
10,3,3,3,53,1
10,3,4,3,54,1
10,3,5,3,55,1
10,3,1,4,56,1
10,3,2,4,57,1
10,3,3,4,58,1
10,3,4,4,59,1
10,3,5,4,60,1
10,4,1,1,61,1
10,4,2,1,62,1
10,4,3,1,63,1
10,4,4,1,64,1
10,4,5,1,65,1
10,4,1,2,66,1
10,4,2,2,67,1
10,4,3,2,68,1
10,4,4,2,69,1
10,4,5,2,70,1
10,4,1,3,71,1
10,4,2,3,72,1
10,4,3,3,73,1
10,4,4,3,74,1
10,4,5,3,75,1
10,4,1,4,76,1
10,4,2,4,77,1
10,4,3,4,78,1
10,4,4,4,79,1
10,4,5,4,80,1
10,5,1,1,81,1
10,5,2,1,82,1
10,5,3,1,83,1
10,5,4,1,84,1
10,5,5,1,85,1
10,5,1,2,86,1
10,5,2,2,87,1
10,5,3,2,88,1
10,5,4,2,89,1
10,5,5,2,90,1
10,5,1,3,91,1
10,5,2,3,92,1
10,5,3,3,93,1
10,5,4,3,94,1
10,5,5,3,95,1
10,5,1,4,96,1
10,5,2,4,97,1
10,5,3,4,98,1
10,5,4,4,99,1
10,5,5,4,100,1
10,6,0,0,101,1
10,7,0,0,102,0.644131139
10,7,0,0,103,0.189146485
10,7,0,0,104,0.166722376
10,8,0,0,105,1
12,1,1,2,1,0.429215581
12,1,2,2,2,0.547381366
12,1,3,2,3,0.321438054
12,1,4,2,4,0.420518749
12,1,5,2,5,0.507441711
12,1,1,2,6,0.313292025
12,1,2,2,7,0.343431638
12,1,3,2,8,0.390997769
12,1,4,2,9,0.377969332
12,1,5,2,10,0.356084673
12,1,1,2,11,0.257492394
12,1,2,2,12,0.109186996
12,1,3,2,13,0.287564177
12,1,4,2,14,0.201511919
12,1,5,2,15,0.136473616
12,1,1,1,16,1
12,1,2,1,17,1
12,1,3,1,18,1
12,1,4,1,19,1
12,1,5,1,20,1
12,1,1,3,16,1
12,1,2,3,17,1
12,1,3,3,18,1
12,1,4,3,19,1
12,1,5,3,20,1
12,1,1,4,16,1
12,1,2,4,17,1
12,1,3,4,18,1
12,1,4,4,19,1
12,1,5,4,20,1
12,2,1,2,21,0.630136726
12,2,2,2,22,0.591289737
12,2,3,2,23,0.507597786
12,2,4,2,24,0.500245293
12,2,5,2,25,0.625275815
12,2,1,2,26,0.074152211
12,2,2,2,27,0.243948029
12,2,3,2,28,0.266330098
12,2,4,2,29,0.305823966
12,2,5,2,30,0.255991977
12,2,1,2,31,0.295711063
12,2,2,2,32,0.164762234
12,2,3,2,33,0.226072115
12,2,4,2,34,0.193930741
12,2,5,2,35,0.118732208
12,2,1,1,36,1
12,2,2,1,37,1
12,2,3,1,38,1
12,2,4,1,39,1
12,2,5,1,40,1
12,2,1,3,36,1
12,2,2,3,37,1
12,2,3,3,38,1
12,2,4,3,39,1
12,2,5,3,40,1
12,2,1,4,36,1
12,2,2,4,37,1
12,2,3,4,38,1
12,2,4,4,39,1
12,2,5,4,40,1
12,3,1,1,41,1
12,3,2,1,42,1
12,3,3,1,43,1
12,3,4,1,44,1
12,3,5,1,45,1
12,3,1,2,46,1
12,3,2,2,47,1
12,3,3,2,48,1
12,3,4,2,49,1
12,3,5,2,50,1
12,3,1,3,51,1
12,3,2,3,52,1
12,3,3,3,53,1
12,3,4,3,54,1
12,3,5,3,55,1
12,3,1,4,56,1
12,3,2,4,57,1
12,3,3,4,58,1
12,3,4,4,59,1
12,3,5,4,60,1
12,4,1,1,61,1
12,4,2,1,62,1
12,4,3,1,63,1
12,4,4,1,64,1
12,4,5,1,65,1
12,4,1,2,66,1
12,4,2,2,67,1
12,4,3,2,68,1
12,4,4,2,69,1
12,4,5,2,70,1
12,4,1,3,71,1
12,4,2,3,72,1
12,4,3,3,73,1
12,4,4,3,74,1
12,4,5,3,75,1
12,4,1,4,76,1
12,4,2,4,77,1
12,4,3,4,78,1
12,4,4,4,79,1
12,4,5,4,80,1
12,5,1,1,81,1
12,5,2,1,82,1
12,5,3,1,83,1
12,5,4,1,84,1
12,5,5,1,85,1
12,5,1,2,86,1
12,5,2,2,87,1
12,5,3,2,88,1
12,5,4,2,89,1
12,5,5,2,90,1
12,5,1,3,91,1
12,5,2,3,92,1
12,5,3,3,93,1
12,5,4,3,94,1
12,5,5,3,95,1
12,5,1,4,96,1
12,5,2,4,97,1
12,5,3,4,98,1
12,5,4,4,99,1
12,5,5,4,100,1
12,6,0,0,101,1
12,7,0,0,102,0.644131139
12,7,0,0,103,0.189146485
12,7,0,0,104,0.166722376
12,8,0,0,105,1
13,1,1,2,1,0.429215581
13,1,2,2,2,0.547381366
13,1,3,2,3,0.321438054
13,1,4,2,4,0.420518749
13,1,5,2,5,0.507441711
13,1,1,2,6,0.313292025
13,1,2,2,7,0.343431638
13,1,3,2,8,0.390997769
13,1,4,2,9,0.377969332
13,1,5,2,10,0.356084673
13,1,1,2,11,0.257492394
13,1,2,2,12,0.109186996
13,1,3,2,13,0.287564177
13,1,4,2,14,0.201511919
13,1,5,2,15,0.136473616
13,1,1,1,16,1
13,1,2,1,17,1
13,1,3,1,18,1
13,1,4,1,19,1
13,1,5,1,20,1
13,1,1,3,16,1
13,1,2,3,17,1
13,1,3,3,18,1
13,1,4,3,19,1
13,1,5,3,20,1
13,1,1,4,16,1
13,1,2,4,17,1
13,1,3,4,18,1
13,1,4,4,19,1
13,1,5,4,20,1
13,2,1,2,21,0.630136726
13,2,2,2,22,0.591289737
13,2,3,2,23,0.507597786
13,2,4,2,24,0.500245293
13,2,5,2,25,0.625275815
13,2,1,2,26,0.074152211
13,2,2,2,27,0.243948029
13,2,3,2,28,0.266330098
13,2,4,2,29,0.305823966
13,2,5,2,30,0.255991977
13,2,1,2,31,0.295711063
13,2,2,2,32,0.164762234
13,2,3,2,33,0.226072115
13,2,4,2,34,0.193930741
13,2,5,2,35,0.118732208
13,2,1,1,36,1
13,2,2,1,37,1
13,2,3,1,38,1
13,2,4,1,39,1
13,2,5,1,40,1
13,2,1,3,36,1
13,2,2,3,37,1
13,2,3,3,38,1
13,2,4,3,39,1
13,2,5,3,40,1
13,2,1,4,36,1
13,2,2,4,37,1
13,2,3,4,38,1
13,2,4,4,39,1
13,2,5,4,40,1
13,3,1,1,41,1
13,3,2,1,42,1
13,3,3,1,43,1
13,3,4,1,44,1
13,3,5,1,45,1
13,3,1,2,46,1
13,3,2,2,47,1
13,3,3,2,48,1
13,3,4,2,49,1
13,3,5,2,50,1
13,3,1,3,51,1
13,3,2,3,52,1
13,3,3,3,53,1
13,3,4,3,54,1
13,3,5,3,55,1
13,3,1,4,56,1
13,3,2,4,57,1
13,3,3,4,58,1
13,3,4,4,59,1
13,3,5,4,60,1
13,4,1,1,61,1
13,4,2,1,62,1
13,4,3,1,63,1
13,4,4,1,64,1
13,4,5,1,65,1
13,4,1,2,66,1
13,4,2,2,67,1
13,4,3,2,68,1
13,4,4,2,69,1
13,4,5,2,70,1
13,4,1,3,71,1
13,4,2,3,72,1
13,4,3,3,73,1
13,4,4,3,74,1
13,4,5,3,75,1
13,4,1,4,76,1
13,4,2,4,77,1
13,4,3,4,78,1
13,4,4,4,79,1
13,4,5,4,80,1
13,5,1,1,81,1
13,5,2,1,82,1
13,5,3,1,83,1
13,5,4,1,84,1
13,5,5,1,85,1
13,5,1,2,86,1
13,5,2,2,87,1
13,5,3,2,88,1
13,5,4,2,89,1
13,5,5,2,90,1
13,5,1,3,91,1
13,5,2,3,92,1
13,5,3,3,93,1
13,5,4,3,94,1
13,5,5,3,95,1
13,5,1,4,96,1
13,5,2,4,97,1
13,5,3,4,98,1
13,5,4,4,99,1
13,5,5,4,100,1
13,6,0,0,101,1
13,7,0,0,102,0.644131139
13,7,0,0,103,0.189146485
13,7,0,0,104,0.166722376
13,8,0,0,105,1
14,1,1,2,1,0.429215581
14,1,2,2,2,0.547381366
14,1,3,2,3,0.321438054
14,1,4,2,4,0.420518749
14,1,5,2,5,0.507441711
14,1,1,2,6,0.313292025
14,1,2,2,7,0.343431638
14,1,3,2,8,0.390997769
14,1,4,2,9,0.377969332
14,1,5,2,10,0.356084673
14,1,1,2,11,0.257492394
14,1,2,2,12,0.109186996
14,1,3,2,13,0.287564177
14,1,4,2,14,0.201511919
14,1,5,2,15,0.136473616
14,1,1,1,16,1
14,1,2,1,17,1
14,1,3,1,18,1
14,1,4,1,19,1
14,1,5,1,20,1
14,1,1,3,16,1
14,1,2,3,17,1
14,1,3,3,18,1
14,1,4,3,19,1
14,1,5,3,20,1
14,1,1,4,16,1
14,1,2,4,17,1
14,1,3,4,18,1
14,1,4,4,19,1
14,1,5,4,20,1
14,2,1,2,21,0.630136726
14,2,2,2,22,0.591289737
14,2,3,2,23,0.507597786
14,2,4,2,24,0.500245293
14,2,5,2,25,0.625275815
14,2,1,2,26,0.074152211
14,2,2,2,27,0.243948029
14,2,3,2,28,0.266330098
14,2,4,2,29,0.305823966
14,2,5,2,30,0.255991977
14,2,1,2,31,0.295711063
14,2,2,2,32,0.164762234
14,2,3,2,33,0.226072115
14,2,4,2,34,0.193930741
14,2,5,2,35,0.118732208
14,2,1,1,36,1
14,2,2,1,37,1
14,2,3,1,38,1
14,2,4,1,39,1
14,2,5,1,40,1
14,2,1,3,36,1
14,2,2,3,37,1
14,2,3,3,38,1
14,2,4,3,39,1
14,2,5,3,40,1
14,2,1,4,36,1
14,2,2,4,37,1
14,2,3,4,38,1
14,2,4,4,39,1
14,2,5,4,40,1
14,3,1,1,41,1
14,3,2,1,42,1
14,3,3,1,43,1
14,3,4,1,44,1
14,3,5,1,45,1
14,3,1,2,46,1
14,3,2,2,47,1
14,3,3,2,48,1
14,3,4,2,49,1
14,3,5,2,50,1
14,3,1,3,51,1
14,3,2,3,52,1
14,3,3,3,53,1
14,3,4,3,54,1
14,3,5,3,55,1
14,3,1,4,56,1
14,3,2,4,57,1
14,3,3,4,58,1
14,3,4,4,59,1
14,3,5,4,60,1
14,4,1,1,61,1
14,4,2,1,62,1
14,4,3,1,63,1
14,4,4,1,64,1
14,4,5,1,65,1
14,4,1,2,66,1
14,4,2,2,67,1
14,4,3,2,68,1
14,4,4,2,69,1
14,4,5,2,70,1
14,4,1,3,71,1
14,4,2,3,72,1
14,4,3,3,73,1
14,4,4,3,74,1
14,4,5,3,75,1
14,4,1,4,76,1
14,4,2,4,77,1
14,4,3,4,78,1
14,4,4,4,79,1
14,4,5,4,80,1
14,5,1,1,81,1
14,5,2,1,82,1
14,5,3,1,83,1
14,5,4,1,84,1
14,5,5,1,85,1
14,5,1,2,86,1
14,5,2,2,87,1
14,5,3,2,88,1
14,5,4,2,89,1
14,5,5,2,90,1
14,5,1,3,91,1
14,5,2,3,92,1
14,5,3,3,93,1
14,5,4,3,94,1
14,5,5,3,95,1
14,5,1,4,96,1
14,5,2,4,97,1
14,5,3,4,98,1
14,5,4,4,99,1
14,5,5,4,100,1
14,6,0,0,101,1
14,7,0,0,102,0.644131139
14,7,0,0,103,0.189146485
14,7,0,0,104,0.166722376
14,8,0,0,105,1
16,1,1,2,1,0.429215581
16,1,2,2,2,0.547381366
16,1,3,2,3,0.321438054
16,1,4,2,4,0.420518749
16,1,5,2,5,0.507441711
16,1,1,2,6,0.313292025
16,1,2,2,7,0.343431638
16,1,3,2,8,0.390997769
16,1,4,2,9,0.377969332
16,1,5,2,10,0.356084673
16,1,1,2,11,0.257492394
16,1,2,2,12,0.109186996
16,1,3,2,13,0.287564177
16,1,4,2,14,0.201511919
16,1,5,2,15,0.136473616
16,1,1,1,16,1
16,1,2,1,17,1
16,1,3,1,18,1
16,1,4,1,19,1
16,1,5,1,20,1
16,1,1,3,16,1
16,1,2,3,17,1
16,1,3,3,18,1
16,1,4,3,19,1
16,1,5,3,20,1
16,1,1,4,16,1
16,1,2,4,17,1
16,1,3,4,18,1
16,1,4,4,19,1
16,1,5,4,20,1
16,2,1,2,21,0.630136726
16,2,2,2,22,0.591289737
16,2,3,2,23,0.507597786
16,2,4,2,24,0.500245293
16,2,5,2,25,0.625275815
16,2,1,2,26,0.074152211
16,2,2,2,27,0.243948029
16,2,3,2,28,0.266330098
16,2,4,2,29,0.305823966
16,2,5,2,30,0.255991977
16,2,1,2,31,0.295711063
16,2,2,2,32,0.164762234
16,2,3,2,33,0.226072115
16,2,4,2,34,0.193930741
16,2,5,2,35,0.118732208
16,2,1,1,36,1
16,2,2,1,37,1
16,2,3,1,38,1
16,2,4,1,39,1
16,2,5,1,40,1
16,2,1,3,36,1
16,2,2,3,37,1
16,2,3,3,38,1
16,2,4,3,39,1
16,2,5,3,40,1
16,2,1,4,36,1
16,2,2,4,37,1
16,2,3,4,38,1
16,2,4,4,39,1
16,2,5,4,40,1
16,3,1,1,41,1
16,3,2,1,42,1
16,3,3,1,43,1
16,3,4,1,44,1
16,3,5,1,45,1
16,3,1,2,46,1
16,3,2,2,47,1
16,3,3,2,48,1
16,3,4,2,49,1
16,3,5,2,50,1
16,3,1,3,51,1
16,3,2,3,52,1
16,3,3,3,53,1
16,3,4,3,54,1
16,3,5,3,55,1
16,3,1,4,56,1
16,3,2,4,57,1
16,3,3,4,58,1
16,3,4,4,59,1
16,3,5,4,60,1
16,4,1,1,61,1
16,4,2,1,62,1
16,4,3,1,63,1
16,4,4,1,64,1
16,4,5,1,65,1
16,4,1,2,66,1
16,4,2,2,67,1
16,4,3,2,68,1
16,4,4,2,69,1
16,4,5,2,70,1
16,4,1,3,71,1
16,4,2,3,72,1
16,4,3,3,73,1
16,4,4,3,74,1
16,4,5,3,75,1
16,4,1,4,76,1
16,4,2,4,77,1
16,4,3,4,78,1
16,4,4,4,79,1
16,4,5,4,80,1
16,5,1,1,81,1
16,5,2,1,82,1
16,5,3,1,83,1
16,5,4,1,84,1
16,5,5,1,85,1
16,5,1,2,86,1
16,5,2,2,87,1
16,5,3,2,88,1
16,5,4,2,89,1
16,5,5,2,90,1
16,5,1,3,91,1
16,5,2,3,92,1
16,5,3,3,93,1
16,5,4,3,94,1
16,5,5,3,95,1
16,5,1,4,96,1
16,5,2,4,97,1
16,5,3,4,98,1
16,5,4,4,99,1
16,5,5,4,100,1
16,6,0,0,101,1
16,7,0,0,102,0.644131139
16,7,0,0,103,0.189146485
16,7,0,0,104,0.166722376
16,8,0,0,105,1
17,1,1,2,1,0.429215581
17,1,2,2,2,0.547381366
17,1,3,2,3,0.321438054
17,1,4,2,4,0.420518749
17,1,5,2,5,0.507441711
17,1,1,2,6,0.313292025
17,1,2,2,7,0.343431638
17,1,3,2,8,0.390997769
17,1,4,2,9,0.377969332
17,1,5,2,10,0.356084673
17,1,1,2,11,0.257492394
17,1,2,2,12,0.109186996
17,1,3,2,13,0.287564177
17,1,4,2,14,0.201511919
17,1,5,2,15,0.136473616
17,1,1,1,16,1
17,1,2,1,17,1
17,1,3,1,18,1
17,1,4,1,19,1
17,1,5,1,20,1
17,1,1,3,16,1
17,1,2,3,17,1
17,1,3,3,18,1
17,1,4,3,19,1
17,1,5,3,20,1
17,1,1,4,16,1
17,1,2,4,17,1
17,1,3,4,18,1
17,1,4,4,19,1
17,1,5,4,20,1
17,2,1,2,21,0.630136726
17,2,2,2,22,0.591289737
17,2,3,2,23,0.507597786
17,2,4,2,24,0.500245293
17,2,5,2,25,0.625275815
17,2,1,2,26,0.074152211
17,2,2,2,27,0.243948029
17,2,3,2,28,0.266330098
17,2,4,2,29,0.305823966
17,2,5,2,30,0.255991977
17,2,1,2,31,0.295711063
17,2,2,2,32,0.164762234
17,2,3,2,33,0.226072115
17,2,4,2,34,0.193930741
17,2,5,2,35,0.118732208
17,2,1,1,36,1
17,2,2,1,37,1
17,2,3,1,38,1
17,2,4,1,39,1
17,2,5,1,40,1
17,2,1,3,36,1
17,2,2,3,37,1
17,2,3,3,38,1
17,2,4,3,39,1
17,2,5,3,40,1
17,2,1,4,36,1
17,2,2,4,37,1
17,2,3,4,38,1
17,2,4,4,39,1
17,2,5,4,40,1
17,3,1,1,41,1
17,3,2,1,42,1
17,3,3,1,43,1
17,3,4,1,44,1
17,3,5,1,45,1
17,3,1,2,46,1
17,3,2,2,47,1
17,3,3,2,48,1
17,3,4,2,49,1
17,3,5,2,50,1
17,3,1,3,51,1
17,3,2,3,52,1
17,3,3,3,53,1
17,3,4,3,54,1
17,3,5,3,55,1
17,3,1,4,56,1
17,3,2,4,57,1
17,3,3,4,58,1
17,3,4,4,59,1
17,3,5,4,60,1
17,4,1,1,61,1
17,4,2,1,62,1
17,4,3,1,63,1
17,4,4,1,64,1
17,4,5,1,65,1
17,4,1,2,66,1
17,4,2,2,67,1
17,4,3,2,68,1
17,4,4,2,69,1
17,4,5,2,70,1
17,4,1,3,71,1
17,4,2,3,72,1
17,4,3,3,73,1
17,4,4,3,74,1
17,4,5,3,75,1
17,4,1,4,76,1
17,4,2,4,77,1
17,4,3,4,78,1
17,4,4,4,79,1
17,4,5,4,80,1
17,5,1,1,81,1
17,5,2,1,82,1
17,5,3,1,83,1
17,5,4,1,84,1
17,5,5,1,85,1
17,5,1,2,86,1
17,5,2,2,87,1
17,5,3,2,88,1
17,5,4,2,89,1
17,5,5,2,90,1
17,5,1,3,91,1
17,5,2,3,92,1
17,5,3,3,93,1
17,5,4,3,94,1
17,5,5,3,95,1
17,5,1,4,96,1
17,5,2,4,97,1
17,5,3,4,98,1
17,5,4,4,99,1
17,5,5,4,100,1
17,6,0,0,101,1
17,7,0,0,102,0.644131139
17,7,0,0,103,0.189146485
17,7,0,0,104,0.166722376
17,8,0,0,105,1
