loFlow,NTM_Zone,Purp,HH,PurpDef,hhDef
1,1,1,1,HB Work,1-Ad/0-Car
1,2,1,1,HB Work,1-Ad/0-Car
1,3,1,1,HB Work,1-Ad/0-Car
1,4,1,1,HB Work,1-Ad/0-Car
1,5,1,1,HB Work,1-Ad/0-Car
1,6,1,1,HB Work,1-Ad/0-Car
1,7,1,1,HB Work,1-Ad/0-Car
1,8,1,1,HB Work,1-Ad/0-Car
1,9,1,1,HB Work,1-Ad/0-Car
1,10,1,1,HB Work,1-Ad/0-Car
1,12,1,1,HB Work,1-Ad/0-Car
1,13,1,1,HB Work,1-Ad/0-Car
1,14,1,1,HB Work,1-Ad/0-Car
1,16,1,1,HB Work,1-Ad/0-Car
1,17,1,1,HB Work,1-Ad/0-Car
2,1,1,2,HB Work,1-Ad/1-Car
2,2,1,2,HB Work,1-Ad/1-Car
2,3,1,2,HB Work,1-Ad/1-Car
2,4,1,2,HB Work,1-Ad/1-Car
2,5,1,2,HB Work,1-Ad/1-Car
2,6,1,2,HB Work,1-Ad/1-Car
2,7,1,2,HB Work,1-Ad/1-Car
2,8,1,2,HB Work,1-Ad/1-Car
2,9,1,2,HB Work,1-Ad/1-Car
2,10,1,2,HB Work,1-Ad/1-Car
2,12,1,2,HB Work,1-Ad/1-Car
2,13,1,2,HB Work,1-Ad/1-Car
2,14,1,2,HB Work,1-Ad/1-Car
2,16,1,2,HB Work,1-Ad/1-Car
2,17,1,2,HB Work,1-Ad/1-Car
3,1,1,3,HB Work,2+Ad/0-Car
3,2,1,3,HB Work,2+Ad/0-Car
3,3,1,3,HB Work,2+Ad/0-Car
3,4,1,3,HB Work,2+Ad/0-Car
3,5,1,3,HB Work,2+Ad/0-Car
3,6,1,3,HB Work,2+Ad/0-Car
3,7,1,3,HB Work,2+Ad/0-Car
3,8,1,3,HB Work,2+Ad/0-Car
3,9,1,3,HB Work,2+Ad/0-Car
3,10,1,3,HB Work,2+Ad/0-Car
3,12,1,3,HB Work,2+Ad/0-Car
3,13,1,3,HB Work,2+Ad/0-Car
3,14,1,3,HB Work,2+Ad/0-Car
3,16,1,3,HB Work,2+Ad/0-Car
3,17,1,3,HB Work,2+Ad/0-Car
4,1,1,4,HB Work,2+Ad/1-Car
4,2,1,4,HB Work,2+Ad/1-Car
4,3,1,4,HB Work,2+Ad/1-Car
4,4,1,4,HB Work,2+Ad/1-Car
4,5,1,4,HB Work,2+Ad/1-Car
4,6,1,4,HB Work,2+Ad/1-Car
4,7,1,4,HB Work,2+Ad/1-Car
4,8,1,4,HB Work,2+Ad/1-Car
4,9,1,4,HB Work,2+Ad/1-Car
4,10,1,4,HB Work,2+Ad/1-Car
4,12,1,4,HB Work,2+Ad/1-Car
4,13,1,4,HB Work,2+Ad/1-Car
4,14,1,4,HB Work,2+Ad/1-Car
4,16,1,4,HB Work,2+Ad/1-Car
4,17,1,4,HB Work,2+Ad/1-Car
5,1,1,5,HB Work,2+Ad/2+Car
5,2,1,5,HB Work,2+Ad/2+Car
5,3,1,5,HB Work,2+Ad/2+Car
5,4,1,5,HB Work,2+Ad/2+Car
5,5,1,5,HB Work,2+Ad/2+Car
5,6,1,5,HB Work,2+Ad/2+Car
5,7,1,5,HB Work,2+Ad/2+Car
5,8,1,5,HB Work,2+Ad/2+Car
5,9,1,5,HB Work,2+Ad/2+Car
5,10,1,5,HB Work,2+Ad/2+Car
5,12,1,5,HB Work,2+Ad/2+Car
5,13,1,5,HB Work,2+Ad/2+Car
5,14,1,5,HB Work,2+Ad/2+Car
5,16,1,5,HB Work,2+Ad/2+Car
5,17,1,5,HB Work,2+Ad/2+Car
6,1,1,1,HB Work,1-Ad/0-Car
6,2,1,1,HB Work,1-Ad/0-Car
6,3,1,1,HB Work,1-Ad/0-Car
6,4,1,1,HB Work,1-Ad/0-Car
6,5,1,1,HB Work,1-Ad/0-Car
6,6,1,1,HB Work,1-Ad/0-Car
6,7,1,1,HB Work,1-Ad/0-Car
6,8,1,1,HB Work,1-Ad/0-Car
6,9,1,1,HB Work,1-Ad/0-Car
6,10,1,1,HB Work,1-Ad/0-Car
6,12,1,1,HB Work,1-Ad/0-Car
6,13,1,1,HB Work,1-Ad/0-Car
6,14,1,1,HB Work,1-Ad/0-Car
6,16,1,1,HB Work,1-Ad/0-Car
6,17,1,1,HB Work,1-Ad/0-Car
7,1,1,2,HB Work,1-Ad/1-Car
7,2,1,2,HB Work,1-Ad/1-Car
7,3,1,2,HB Work,1-Ad/1-Car
7,4,1,2,HB Work,1-Ad/1-Car
7,5,1,2,HB Work,1-Ad/1-Car
7,6,1,2,HB Work,1-Ad/1-Car
7,7,1,2,HB Work,1-Ad/1-Car
7,8,1,2,HB Work,1-Ad/1-Car
7,9,1,2,HB Work,1-Ad/1-Car
7,10,1,2,HB Work,1-Ad/1-Car
7,12,1,2,HB Work,1-Ad/1-Car
7,13,1,2,HB Work,1-Ad/1-Car
7,14,1,2,HB Work,1-Ad/1-Car
7,16,1,2,HB Work,1-Ad/1-Car
7,17,1,2,HB Work,1-Ad/1-Car
8,1,1,3,HB Work,2+Ad/0-Car
8,2,1,3,HB Work,2+Ad/0-Car
8,3,1,3,HB Work,2+Ad/0-Car
8,4,1,3,HB Work,2+Ad/0-Car
8,5,1,3,HB Work,2+Ad/0-Car
8,6,1,3,HB Work,2+Ad/0-Car
8,7,1,3,HB Work,2+Ad/0-Car
8,8,1,3,HB Work,2+Ad/0-Car
8,9,1,3,HB Work,2+Ad/0-Car
8,10,1,3,HB Work,2+Ad/0-Car
8,12,1,3,HB Work,2+Ad/0-Car
8,13,1,3,HB Work,2+Ad/0-Car
8,14,1,3,HB Work,2+Ad/0-Car
8,16,1,3,HB Work,2+Ad/0-Car
8,17,1,3,HB Work,2+Ad/0-Car
9,1,1,4,HB Work,2+Ad/1-Car
9,2,1,4,HB Work,2+Ad/1-Car
9,3,1,4,HB Work,2+Ad/1-Car
9,4,1,4,HB Work,2+Ad/1-Car
9,5,1,4,HB Work,2+Ad/1-Car
9,6,1,4,HB Work,2+Ad/1-Car
9,7,1,4,HB Work,2+Ad/1-Car
9,8,1,4,HB Work,2+Ad/1-Car
9,9,1,4,HB Work,2+Ad/1-Car
9,10,1,4,HB Work,2+Ad/1-Car
9,12,1,4,HB Work,2+Ad/1-Car
9,13,1,4,HB Work,2+Ad/1-Car
9,14,1,4,HB Work,2+Ad/1-Car
9,16,1,4,HB Work,2+Ad/1-Car
9,17,1,4,HB Work,2+Ad/1-Car
10,1,1,5,HB Work,2+Ad/2+Car
10,2,1,5,HB Work,2+Ad/2+Car
10,3,1,5,HB Work,2+Ad/2+Car
10,4,1,5,HB Work,2+Ad/2+Car
10,5,1,5,HB Work,2+Ad/2+Car
10,6,1,5,HB Work,2+Ad/2+Car
10,7,1,5,HB Work,2+Ad/2+Car
10,8,1,5,HB Work,2+Ad/2+Car
10,9,1,5,HB Work,2+Ad/2+Car
10,10,1,5,HB Work,2+Ad/2+Car
10,12,1,5,HB Work,2+Ad/2+Car
10,13,1,5,HB Work,2+Ad/2+Car
10,14,1,5,HB Work,2+Ad/2+Car
10,16,1,5,HB Work,2+Ad/2+Car
10,17,1,5,HB Work,2+Ad/2+Car
11,1,1,1,HB Work,1-Ad/0-Car
11,2,1,1,HB Work,1-Ad/0-Car
11,3,1,1,HB Work,1-Ad/0-Car
11,4,1,1,HB Work,1-Ad/0-Car
11,5,1,1,HB Work,1-Ad/0-Car
11,6,1,1,HB Work,1-Ad/0-Car
11,7,1,1,HB Work,1-Ad/0-Car
11,8,1,1,HB Work,1-Ad/0-Car
11,9,1,1,HB Work,1-Ad/0-Car
11,10,1,1,HB Work,1-Ad/0-Car
11,12,1,1,HB Work,1-Ad/0-Car
11,13,1,1,HB Work,1-Ad/0-Car
11,14,1,1,HB Work,1-Ad/0-Car
11,16,1,1,HB Work,1-Ad/0-Car
11,17,1,1,HB Work,1-Ad/0-Car
12,1,1,2,HB Work,1-Ad/1-Car
12,2,1,2,HB Work,1-Ad/1-Car
12,3,1,2,HB Work,1-Ad/1-Car
12,4,1,2,HB Work,1-Ad/1-Car
12,5,1,2,HB Work,1-Ad/1-Car
12,6,1,2,HB Work,1-Ad/1-Car
12,7,1,2,HB Work,1-Ad/1-Car
12,8,1,2,HB Work,1-Ad/1-Car
12,9,1,2,HB Work,1-Ad/1-Car
12,10,1,2,HB Work,1-Ad/1-Car
12,12,1,2,HB Work,1-Ad/1-Car
12,13,1,2,HB Work,1-Ad/1-Car
12,14,1,2,HB Work,1-Ad/1-Car
12,16,1,2,HB Work,1-Ad/1-Car
12,17,1,2,HB Work,1-Ad/1-Car
13,1,1,3,HB Work,2+Ad/0-Car
13,2,1,3,HB Work,2+Ad/0-Car
13,3,1,3,HB Work,2+Ad/0-Car
13,4,1,3,HB Work,2+Ad/0-Car
13,5,1,3,HB Work,2+Ad/0-Car
13,6,1,3,HB Work,2+Ad/0-Car
13,7,1,3,HB Work,2+Ad/0-Car
13,8,1,3,HB Work,2+Ad/0-Car
13,9,1,3,HB Work,2+Ad/0-Car
13,10,1,3,HB Work,2+Ad/0-Car
13,12,1,3,HB Work,2+Ad/0-Car
13,13,1,3,HB Work,2+Ad/0-Car
13,14,1,3,HB Work,2+Ad/0-Car
13,16,1,3,HB Work,2+Ad/0-Car
13,17,1,3,HB Work,2+Ad/0-Car
14,1,1,4,HB Work,2+Ad/1-Car
14,2,1,4,HB Work,2+Ad/1-Car
14,3,1,4,HB Work,2+Ad/1-Car
14,4,1,4,HB Work,2+Ad/1-Car
14,5,1,4,HB Work,2+Ad/1-Car
14,6,1,4,HB Work,2+Ad/1-Car
14,7,1,4,HB Work,2+Ad/1-Car
14,8,1,4,HB Work,2+Ad/1-Car
14,9,1,4,HB Work,2+Ad/1-Car
14,10,1,4,HB Work,2+Ad/1-Car
14,12,1,4,HB Work,2+Ad/1-Car
14,13,1,4,HB Work,2+Ad/1-Car
14,14,1,4,HB Work,2+Ad/1-Car
14,16,1,4,HB Work,2+Ad/1-Car
14,17,1,4,HB Work,2+Ad/1-Car
15,1,1,5,HB Work,2+Ad/2+Car
15,2,1,5,HB Work,2+Ad/2+Car
15,3,1,5,HB Work,2+Ad/2+Car
15,4,1,5,HB Work,2+Ad/2+Car
15,5,1,5,HB Work,2+Ad/2+Car
15,6,1,5,HB Work,2+Ad/2+Car
15,7,1,5,HB Work,2+Ad/2+Car
15,8,1,5,HB Work,2+Ad/2+Car
15,9,1,5,HB Work,2+Ad/2+Car
15,10,1,5,HB Work,2+Ad/2+Car
15,12,1,5,HB Work,2+Ad/2+Car
15,13,1,5,HB Work,2+Ad/2+Car
15,14,1,5,HB Work,2+Ad/2+Car
15,16,1,5,HB Work,2+Ad/2+Car
15,17,1,5,HB Work,2+Ad/2+Car
16,1,1,1,HB Work,1-Ad/0-Car
16,2,1,1,HB Work,1-Ad/0-Car
16,3,1,1,HB Work,1-Ad/0-Car
16,4,1,1,HB Work,1-Ad/0-Car
16,5,1,1,HB Work,1-Ad/0-Car
16,6,1,1,HB Work,1-Ad/0-Car
16,7,1,1,HB Work,1-Ad/0-Car
16,8,1,1,HB Work,1-Ad/0-Car
16,9,1,1,HB Work,1-Ad/0-Car
16,10,1,1,HB Work,1-Ad/0-Car
16,12,1,1,HB Work,1-Ad/0-Car
16,13,1,1,HB Work,1-Ad/0-Car
16,14,1,1,HB Work,1-Ad/0-Car
16,16,1,1,HB Work,1-Ad/0-Car
16,17,1,1,HB Work,1-Ad/0-Car
17,1,1,2,HB Work,1-Ad/1-Car
17,2,1,2,HB Work,1-Ad/1-Car
17,3,1,2,HB Work,1-Ad/1-Car
17,4,1,2,HB Work,1-Ad/1-Car
17,5,1,2,HB Work,1-Ad/1-Car
17,6,1,2,HB Work,1-Ad/1-Car
17,7,1,2,HB Work,1-Ad/1-Car
17,8,1,2,HB Work,1-Ad/1-Car
17,9,1,2,HB Work,1-Ad/1-Car
17,10,1,2,HB Work,1-Ad/1-Car
17,12,1,2,HB Work,1-Ad/1-Car
17,13,1,2,HB Work,1-Ad/1-Car
17,14,1,2,HB Work,1-Ad/1-Car
17,16,1,2,HB Work,1-Ad/1-Car
17,17,1,2,HB Work,1-Ad/1-Car
18,1,1,3,HB Work,2+Ad/0-Car
18,2,1,3,HB Work,2+Ad/0-Car
18,3,1,3,HB Work,2+Ad/0-Car
18,4,1,3,HB Work,2+Ad/0-Car
18,5,1,3,HB Work,2+Ad/0-Car
18,6,1,3,HB Work,2+Ad/0-Car
18,7,1,3,HB Work,2+Ad/0-Car
18,8,1,3,HB Work,2+Ad/0-Car
18,9,1,3,HB Work,2+Ad/0-Car
18,10,1,3,HB Work,2+Ad/0-Car
18,12,1,3,HB Work,2+Ad/0-Car
18,13,1,3,HB Work,2+Ad/0-Car
18,14,1,3,HB Work,2+Ad/0-Car
18,16,1,3,HB Work,2+Ad/0-Car
18,17,1,3,HB Work,2+Ad/0-Car
19,1,1,4,HB Work,2+Ad/1-Car
19,2,1,4,HB Work,2+Ad/1-Car
19,3,1,4,HB Work,2+Ad/1-Car
19,4,1,4,HB Work,2+Ad/1-Car
19,5,1,4,HB Work,2+Ad/1-Car
19,6,1,4,HB Work,2+Ad/1-Car
19,7,1,4,HB Work,2+Ad/1-Car
19,8,1,4,HB Work,2+Ad/1-Car
19,9,1,4,HB Work,2+Ad/1-Car
19,10,1,4,HB Work,2+Ad/1-Car
19,12,1,4,HB Work,2+Ad/1-Car
19,13,1,4,HB Work,2+Ad/1-Car
19,14,1,4,HB Work,2+Ad/1-Car
19,16,1,4,HB Work,2+Ad/1-Car
19,17,1,4,HB Work,2+Ad/1-Car
20,1,1,5,HB Work,2+Ad/2+Car
20,2,1,5,HB Work,2+Ad/2+Car
20,3,1,5,HB Work,2+Ad/2+Car
20,4,1,5,HB Work,2+Ad/2+Car
20,5,1,5,HB Work,2+Ad/2+Car
20,6,1,5,HB Work,2+Ad/2+Car
20,7,1,5,HB Work,2+Ad/2+Car
20,8,1,5,HB Work,2+Ad/2+Car
20,9,1,5,HB Work,2+Ad/2+Car
20,10,1,5,HB Work,2+Ad/2+Car
20,12,1,5,HB Work,2+Ad/2+Car
20,13,1,5,HB Work,2+Ad/2+Car
20,14,1,5,HB Work,2+Ad/2+Car
20,16,1,5,HB Work,2+Ad/2+Car
20,17,1,5,HB Work,2+Ad/2+Car
21,1,2,1,HB EB,1-Ad/0-Car
21,2,2,1,HB EB,1-Ad/0-Car
21,3,2,1,HB EB,1-Ad/0-Car
21,4,2,1,HB EB,1-Ad/0-Car
21,5,2,1,HB EB,1-Ad/0-Car
21,6,2,1,HB EB,1-Ad/0-Car
21,7,2,1,HB EB,1-Ad/0-Car
21,8,2,1,HB EB,1-Ad/0-Car
21,9,2,1,HB EB,1-Ad/0-Car
21,10,2,1,HB EB,1-Ad/0-Car
21,12,2,1,HB EB,1-Ad/0-Car
21,13,2,1,HB EB,1-Ad/0-Car
21,14,2,1,HB EB,1-Ad/0-Car
21,16,2,1,HB EB,1-Ad/0-Car
21,17,2,1,HB EB,1-Ad/0-Car
22,1,2,2,HB EB,1-Ad/1-Car
22,2,2,2,HB EB,1-Ad/1-Car
22,3,2,2,HB EB,1-Ad/1-Car
22,4,2,2,HB EB,1-Ad/1-Car
22,5,2,2,HB EB,1-Ad/1-Car
22,6,2,2,HB EB,1-Ad/1-Car
22,7,2,2,HB EB,1-Ad/1-Car
22,8,2,2,HB EB,1-Ad/1-Car
22,9,2,2,HB EB,1-Ad/1-Car
22,10,2,2,HB EB,1-Ad/1-Car
22,12,2,2,HB EB,1-Ad/1-Car
22,13,2,2,HB EB,1-Ad/1-Car
22,14,2,2,HB EB,1-Ad/1-Car
22,16,2,2,HB EB,1-Ad/1-Car
22,17,2,2,HB EB,1-Ad/1-Car
23,1,2,3,HB EB,2+Ad/0-Car
23,2,2,3,HB EB,2+Ad/0-Car
23,3,2,3,HB EB,2+Ad/0-Car
23,4,2,3,HB EB,2+Ad/0-Car
23,5,2,3,HB EB,2+Ad/0-Car
23,6,2,3,HB EB,2+Ad/0-Car
23,7,2,3,HB EB,2+Ad/0-Car
23,8,2,3,HB EB,2+Ad/0-Car
23,9,2,3,HB EB,2+Ad/0-Car
23,10,2,3,HB EB,2+Ad/0-Car
23,12,2,3,HB EB,2+Ad/0-Car
23,13,2,3,HB EB,2+Ad/0-Car
23,14,2,3,HB EB,2+Ad/0-Car
23,16,2,3,HB EB,2+Ad/0-Car
23,17,2,3,HB EB,2+Ad/0-Car
24,1,2,4,HB EB,2+Ad/1-Car
24,2,2,4,HB EB,2+Ad/1-Car
24,3,2,4,HB EB,2+Ad/1-Car
24,4,2,4,HB EB,2+Ad/1-Car
24,5,2,4,HB EB,2+Ad/1-Car
24,6,2,4,HB EB,2+Ad/1-Car
24,7,2,4,HB EB,2+Ad/1-Car
24,8,2,4,HB EB,2+Ad/1-Car
24,9,2,4,HB EB,2+Ad/1-Car
24,10,2,4,HB EB,2+Ad/1-Car
24,12,2,4,HB EB,2+Ad/1-Car
24,13,2,4,HB EB,2+Ad/1-Car
24,14,2,4,HB EB,2+Ad/1-Car
24,16,2,4,HB EB,2+Ad/1-Car
24,17,2,4,HB EB,2+Ad/1-Car
25,1,2,5,HB EB,2+Ad/2+Car
25,2,2,5,HB EB,2+Ad/2+Car
25,3,2,5,HB EB,2+Ad/2+Car
25,4,2,5,HB EB,2+Ad/2+Car
25,5,2,5,HB EB,2+Ad/2+Car
25,6,2,5,HB EB,2+Ad/2+Car
25,7,2,5,HB EB,2+Ad/2+Car
25,8,2,5,HB EB,2+Ad/2+Car
25,9,2,5,HB EB,2+Ad/2+Car
25,10,2,5,HB EB,2+Ad/2+Car
25,12,2,5,HB EB,2+Ad/2+Car
25,13,2,5,HB EB,2+Ad/2+Car
25,14,2,5,HB EB,2+Ad/2+Car
25,16,2,5,HB EB,2+Ad/2+Car
25,17,2,5,HB EB,2+Ad/2+Car
26,1,2,1,HB EB,1-Ad/0-Car
26,2,2,1,HB EB,1-Ad/0-Car
26,3,2,1,HB EB,1-Ad/0-Car
26,4,2,1,HB EB,1-Ad/0-Car
26,5,2,1,HB EB,1-Ad/0-Car
26,6,2,1,HB EB,1-Ad/0-Car
26,7,2,1,HB EB,1-Ad/0-Car
26,8,2,1,HB EB,1-Ad/0-Car
26,9,2,1,HB EB,1-Ad/0-Car
26,10,2,1,HB EB,1-Ad/0-Car
26,12,2,1,HB EB,1-Ad/0-Car
26,13,2,1,HB EB,1-Ad/0-Car
26,14,2,1,HB EB,1-Ad/0-Car
26,16,2,1,HB EB,1-Ad/0-Car
26,17,2,1,HB EB,1-Ad/0-Car
27,1,2,2,HB EB,1-Ad/1-Car
27,2,2,2,HB EB,1-Ad/1-Car
27,3,2,2,HB EB,1-Ad/1-Car
27,4,2,2,HB EB,1-Ad/1-Car
27,5,2,2,HB EB,1-Ad/1-Car
27,6,2,2,HB EB,1-Ad/1-Car
27,7,2,2,HB EB,1-Ad/1-Car
27,8,2,2,HB EB,1-Ad/1-Car
27,9,2,2,HB EB,1-Ad/1-Car
27,10,2,2,HB EB,1-Ad/1-Car
27,12,2,2,HB EB,1-Ad/1-Car
27,13,2,2,HB EB,1-Ad/1-Car
27,14,2,2,HB EB,1-Ad/1-Car
27,16,2,2,HB EB,1-Ad/1-Car
27,17,2,2,HB EB,1-Ad/1-Car
28,1,2,3,HB EB,2+Ad/0-Car
28,2,2,3,HB EB,2+Ad/0-Car
28,3,2,3,HB EB,2+Ad/0-Car
28,4,2,3,HB EB,2+Ad/0-Car
28,5,2,3,HB EB,2+Ad/0-Car
28,6,2,3,HB EB,2+Ad/0-Car
28,7,2,3,HB EB,2+Ad/0-Car
28,8,2,3,HB EB,2+Ad/0-Car
28,9,2,3,HB EB,2+Ad/0-Car
28,10,2,3,HB EB,2+Ad/0-Car
28,12,2,3,HB EB,2+Ad/0-Car
28,13,2,3,HB EB,2+Ad/0-Car
28,14,2,3,HB EB,2+Ad/0-Car
28,16,2,3,HB EB,2+Ad/0-Car
28,17,2,3,HB EB,2+Ad/0-Car
29,1,2,4,HB EB,2+Ad/1-Car
29,2,2,4,HB EB,2+Ad/1-Car
29,3,2,4,HB EB,2+Ad/1-Car
29,4,2,4,HB EB,2+Ad/1-Car
29,5,2,4,HB EB,2+Ad/1-Car
29,6,2,4,HB EB,2+Ad/1-Car
29,7,2,4,HB EB,2+Ad/1-Car
29,8,2,4,HB EB,2+Ad/1-Car
29,9,2,4,HB EB,2+Ad/1-Car
29,10,2,4,HB EB,2+Ad/1-Car
29,12,2,4,HB EB,2+Ad/1-Car
29,13,2,4,HB EB,2+Ad/1-Car
29,14,2,4,HB EB,2+Ad/1-Car
29,16,2,4,HB EB,2+Ad/1-Car
29,17,2,4,HB EB,2+Ad/1-Car
30,1,2,5,HB EB,2+Ad/2+Car
30,2,2,5,HB EB,2+Ad/2+Car
30,3,2,5,HB EB,2+Ad/2+Car
30,4,2,5,HB EB,2+Ad/2+Car
30,5,2,5,HB EB,2+Ad/2+Car
30,6,2,5,HB EB,2+Ad/2+Car
30,7,2,5,HB EB,2+Ad/2+Car
30,8,2,5,HB EB,2+Ad/2+Car
30,9,2,5,HB EB,2+Ad/2+Car
30,10,2,5,HB EB,2+Ad/2+Car
30,12,2,5,HB EB,2+Ad/2+Car
30,13,2,5,HB EB,2+Ad/2+Car
30,14,2,5,HB EB,2+Ad/2+Car
30,16,2,5,HB EB,2+Ad/2+Car
30,17,2,5,HB EB,2+Ad/2+Car
31,1,2,1,HB EB,1-Ad/0-Car
31,2,2,1,HB EB,1-Ad/0-Car
31,3,2,1,HB EB,1-Ad/0-Car
31,4,2,1,HB EB,1-Ad/0-Car
31,5,2,1,HB EB,1-Ad/0-Car
31,6,2,1,HB EB,1-Ad/0-Car
31,7,2,1,HB EB,1-Ad/0-Car
31,8,2,1,HB EB,1-Ad/0-Car
31,9,2,1,HB EB,1-Ad/0-Car
31,10,2,1,HB EB,1-Ad/0-Car
31,12,2,1,HB EB,1-Ad/0-Car
31,13,2,1,HB EB,1-Ad/0-Car
31,14,2,1,HB EB,1-Ad/0-Car
31,16,2,1,HB EB,1-Ad/0-Car
31,17,2,1,HB EB,1-Ad/0-Car
32,1,2,2,HB EB,1-Ad/1-Car
32,2,2,2,HB EB,1-Ad/1-Car
32,3,2,2,HB EB,1-Ad/1-Car
32,4,2,2,HB EB,1-Ad/1-Car
32,5,2,2,HB EB,1-Ad/1-Car
32,6,2,2,HB EB,1-Ad/1-Car
32,7,2,2,HB EB,1-Ad/1-Car
32,8,2,2,HB EB,1-Ad/1-Car
32,9,2,2,HB EB,1-Ad/1-Car
32,10,2,2,HB EB,1-Ad/1-Car
32,12,2,2,HB EB,1-Ad/1-Car
32,13,2,2,HB EB,1-Ad/1-Car
32,14,2,2,HB EB,1-Ad/1-Car
32,16,2,2,HB EB,1-Ad/1-Car
32,17,2,2,HB EB,1-Ad/1-Car
33,1,2,3,HB EB,2+Ad/0-Car
33,2,2,3,HB EB,2+Ad/0-Car
33,3,2,3,HB EB,2+Ad/0-Car
33,4,2,3,HB EB,2+Ad/0-Car
33,5,2,3,HB EB,2+Ad/0-Car
33,6,2,3,HB EB,2+Ad/0-Car
33,7,2,3,HB EB,2+Ad/0-Car
33,8,2,3,HB EB,2+Ad/0-Car
33,9,2,3,HB EB,2+Ad/0-Car
33,10,2,3,HB EB,2+Ad/0-Car
33,12,2,3,HB EB,2+Ad/0-Car
33,13,2,3,HB EB,2+Ad/0-Car
33,14,2,3,HB EB,2+Ad/0-Car
33,16,2,3,HB EB,2+Ad/0-Car
33,17,2,3,HB EB,2+Ad/0-Car
34,1,2,4,HB EB,2+Ad/1-Car
34,2,2,4,HB EB,2+Ad/1-Car
34,3,2,4,HB EB,2+Ad/1-Car
34,4,2,4,HB EB,2+Ad/1-Car
34,5,2,4,HB EB,2+Ad/1-Car
34,6,2,4,HB EB,2+Ad/1-Car
34,7,2,4,HB EB,2+Ad/1-Car
34,8,2,4,HB EB,2+Ad/1-Car
34,9,2,4,HB EB,2+Ad/1-Car
34,10,2,4,HB EB,2+Ad/1-Car
34,12,2,4,HB EB,2+Ad/1-Car
34,13,2,4,HB EB,2+Ad/1-Car
34,14,2,4,HB EB,2+Ad/1-Car
34,16,2,4,HB EB,2+Ad/1-Car
34,17,2,4,HB EB,2+Ad/1-Car
35,1,2,5,HB EB,2+Ad/2+Car
35,2,2,5,HB EB,2+Ad/2+Car
35,3,2,5,HB EB,2+Ad/2+Car
35,4,2,5,HB EB,2+Ad/2+Car
35,5,2,5,HB EB,2+Ad/2+Car
35,6,2,5,HB EB,2+Ad/2+Car
35,7,2,5,HB EB,2+Ad/2+Car
35,8,2,5,HB EB,2+Ad/2+Car
35,9,2,5,HB EB,2+Ad/2+Car
35,10,2,5,HB EB,2+Ad/2+Car
35,12,2,5,HB EB,2+Ad/2+Car
35,13,2,5,HB EB,2+Ad/2+Car
35,14,2,5,HB EB,2+Ad/2+Car
35,16,2,5,HB EB,2+Ad/2+Car
35,17,2,5,HB EB,2+Ad/2+Car
36,1,2,1,HB EB,1-Ad/0-Car
36,2,2,1,HB EB,1-Ad/0-Car
36,3,2,1,HB EB,1-Ad/0-Car
36,4,2,1,HB EB,1-Ad/0-Car
36,5,2,1,HB EB,1-Ad/0-Car
36,6,2,1,HB EB,1-Ad/0-Car
36,7,2,1,HB EB,1-Ad/0-Car
36,8,2,1,HB EB,1-Ad/0-Car
36,9,2,1,HB EB,1-Ad/0-Car
36,10,2,1,HB EB,1-Ad/0-Car
36,12,2,1,HB EB,1-Ad/0-Car
36,13,2,1,HB EB,1-Ad/0-Car
36,14,2,1,HB EB,1-Ad/0-Car
36,16,2,1,HB EB,1-Ad/0-Car
36,17,2,1,HB EB,1-Ad/0-Car
37,1,2,2,HB EB,1-Ad/1-Car
37,2,2,2,HB EB,1-Ad/1-Car
37,3,2,2,HB EB,1-Ad/1-Car
37,4,2,2,HB EB,1-Ad/1-Car
37,5,2,2,HB EB,1-Ad/1-Car
37,6,2,2,HB EB,1-Ad/1-Car
37,7,2,2,HB EB,1-Ad/1-Car
37,8,2,2,HB EB,1-Ad/1-Car
37,9,2,2,HB EB,1-Ad/1-Car
37,10,2,2,HB EB,1-Ad/1-Car
37,12,2,2,HB EB,1-Ad/1-Car
37,13,2,2,HB EB,1-Ad/1-Car
37,14,2,2,HB EB,1-Ad/1-Car
37,16,2,2,HB EB,1-Ad/1-Car
37,17,2,2,HB EB,1-Ad/1-Car
38,1,2,3,HB EB,2+Ad/0-Car
38,2,2,3,HB EB,2+Ad/0-Car
38,3,2,3,HB EB,2+Ad/0-Car
38,4,2,3,HB EB,2+Ad/0-Car
38,5,2,3,HB EB,2+Ad/0-Car
38,6,2,3,HB EB,2+Ad/0-Car
38,7,2,3,HB EB,2+Ad/0-Car
38,8,2,3,HB EB,2+Ad/0-Car
38,9,2,3,HB EB,2+Ad/0-Car
38,10,2,3,HB EB,2+Ad/0-Car
38,12,2,3,HB EB,2+Ad/0-Car
38,13,2,3,HB EB,2+Ad/0-Car
38,14,2,3,HB EB,2+Ad/0-Car
38,16,2,3,HB EB,2+Ad/0-Car
38,17,2,3,HB EB,2+Ad/0-Car
39,1,2,4,HB EB,2+Ad/1-Car
39,2,2,4,HB EB,2+Ad/1-Car
39,3,2,4,HB EB,2+Ad/1-Car
39,4,2,4,HB EB,2+Ad/1-Car
39,5,2,4,HB EB,2+Ad/1-Car
39,6,2,4,HB EB,2+Ad/1-Car
39,7,2,4,HB EB,2+Ad/1-Car
39,8,2,4,HB EB,2+Ad/1-Car
39,9,2,4,HB EB,2+Ad/1-Car
39,10,2,4,HB EB,2+Ad/1-Car
39,12,2,4,HB EB,2+Ad/1-Car
39,13,2,4,HB EB,2+Ad/1-Car
