loFlow,NTM_Zone,Purp,HH,PurpDef,hhDef
97,3,5,2,HB Rec/VF,1-Ad/1-Car
97,4,5,2,HB Rec/VF,1-Ad/1-Car
97,5,5,2,HB Rec/VF,1-Ad/1-Car
97,6,5,2,HB Rec/VF,1-Ad/1-Car
97,7,5,2,HB Rec/VF,1-Ad/1-Car
97,8,5,2,HB Rec/VF,1-Ad/1-Car
97,9,5,2,HB Rec/VF,1-Ad/1-Car
97,10,5,2,HB Rec/VF,1-Ad/1-Car
97,12,5,2,HB Rec/VF,1-Ad/1-Car
97,13,5,2,HB Rec/VF,1-Ad/1-Car
97,14,5,2,HB Rec/VF,1-Ad/1-Car
97,16,5,2,HB Rec/VF,1-Ad/1-Car
97,17,5,2,HB Rec/VF,1-Ad/1-Car
98,1,5,3,HB Rec/VF,2+Ad/0-Car
98,2,5,3,HB Rec/VF,2+Ad/0-Car
98,3,5,3,HB Rec/VF,2+Ad/0-Car
98,4,5,3,HB Rec/VF,2+Ad/0-Car
98,5,5,3,HB Rec/VF,2+Ad/0-Car
98,6,5,3,HB Rec/VF,2+Ad/0-Car
98,7,5,3,HB Rec/VF,2+Ad/0-Car
98,8,5,3,HB Rec/VF,2+Ad/0-Car
98,9,5,3,HB Rec/VF,2+Ad/0-Car
98,10,5,3,HB Rec/VF,2+Ad/0-Car
98,12,5,3,HB Rec/VF,2+Ad/0-Car
98,13,5,3,HB Rec/VF,2+Ad/0-Car
98,14,5,3,HB Rec/VF,2+Ad/0-Car
98,16,5,3,HB Rec/VF,2+Ad/0-Car
98,17,5,3,HB Rec/VF,2+Ad/0-Car
99,1,5,4,HB Rec/VF,2+Ad/1-Car
99,2,5,4,HB Rec/VF,2+Ad/1-Car
99,3,5,4,HB Rec/VF,2+Ad/1-Car
99,4,5,4,HB Rec/VF,2+Ad/1-Car
99,5,5,4,HB Rec/VF,2+Ad/1-Car
99,6,5,4,HB Rec/VF,2+Ad/1-Car
99,7,5,4,HB Rec/VF,2+Ad/1-Car
99,8,5,4,HB Rec/VF,2+Ad/1-Car
99,9,5,4,HB Rec/VF,2+Ad/1-Car
99,10,5,4,HB Rec/VF,2+Ad/1-Car
99,12,5,4,HB Rec/VF,2+Ad/1-Car
99,13,5,4,HB Rec/VF,2+Ad/1-Car
99,14,5,4,HB Rec/VF,2+Ad/1-Car
99,16,5,4,HB Rec/VF,2+Ad/1-Car
99,17,5,4,HB Rec/VF,2+Ad/1-Car
100,1,5,5,HB Rec/VF,2+Ad/2+Car
100,2,5,5,HB Rec/VF,2+Ad/2+Car
100,3,5,5,HB Rec/VF,2+Ad/2+Car
100,4,5,5,HB Rec/VF,2+Ad/2+Car
100,5,5,5,HB Rec/VF,2+Ad/2+Car
100,6,5,5,HB Rec/VF,2+Ad/2+Car
100,7,5,5,HB Rec/VF,2+Ad/2+Car
100,8,5,5,HB Rec/VF,2+Ad/2+Car
100,9,5,5,HB Rec/VF,2+Ad/2+Car
100,10,5,5,HB Rec/VF,2+Ad/2+Car
100,12,5,5,HB Rec/VF,2+Ad/2+Car
100,13,5,5,HB Rec/VF,2+Ad/2+Car
100,14,5,5,HB Rec/VF,2+Ad/2+Car
100,16,5,5,HB Rec/VF,2+Ad/2+Car
100,17,5,5,HB Rec/VF,2+Ad/2+Car
101,1,6,6,HB Hols,Car n/a
101,2,6,6,HB Hols,Car n/a
101,3,6,6,HB Hols,Car n/a
101,4,6,6,HB Hols,Car n/a
101,5,6,6,HB Hols,Car n/a
101,6,6,6,HB Hols,Car n/a
101,7,6,6,HB Hols,Car n/a
101,8,6,6,HB Hols,Car n/a
101,9,6,6,HB Hols,Car n/a
101,10,6,6,HB Hols,Car n/a
101,12,6,6,HB Hols,Car n/a
101,13,6,6,HB Hols,Car n/a
101,14,6,6,HB Hols,Car n/a
101,16,6,6,HB Hols,Car n/a
101,17,6,6,HB Hols,Car n/a
102,1,7,6,NHB EB,Car n/a
102,2,7,6,NHB EB,Car n/a
102,3,7,6,NHB EB,Car n/a
102,4,7,6,NHB EB,Car n/a
102,5,7,6,NHB EB,Car n/a
102,6,7,6,NHB EB,Car n/a
102,7,7,6,NHB EB,Car n/a
102,8,7,6,NHB EB,Car n/a
102,9,7,6,NHB EB,Car n/a
102,10,7,6,NHB EB,Car n/a
102,12,7,6,NHB EB,Car n/a
102,13,7,6,NHB EB,Car n/a
102,14,7,6,NHB EB,Car n/a
102,16,7,6,NHB EB,Car n/a
102,17,7,6,NHB EB,Car n/a
103,1,7,6,NHB EB,Car n/a
103,2,7,6,NHB EB,Car n/a
103,3,7,6,NHB EB,Car n/a
103,4,7,6,NHB EB,Car n/a
103,5,7,6,NHB EB,Car n/a
103,6,7,6,NHB EB,Car n/a
103,7,7,6,NHB EB,Car n/a
103,8,7,6,NHB EB,Car n/a
103,9,7,6,NHB EB,Car n/a
103,10,7,6,NHB EB,Car n/a
103,12,7,6,NHB EB,Car n/a
103,13,7,6,NHB EB,Car n/a
103,14,7,6,NHB EB,Car n/a
103,16,7,6,NHB EB,Car n/a
103,17,7,6,NHB EB,Car n/a
104,1,7,6,NHB EB,Car n/a
104,2,7,6,NHB EB,Car n/a
104,3,7,6,NHB EB,Car n/a
104,4,7,6,NHB EB,Car n/a
104,5,7,6,NHB EB,Car n/a
104,6,7,6,NHB EB,Car n/a
104,7,7,6,NHB EB,Car n/a
104,8,7,6,NHB EB,Car n/a
104,9,7,6,NHB EB,Car n/a
104,10,7,6,NHB EB,Car n/a
104,12,7,6,NHB EB,Car n/a
104,13,7,6,NHB EB,Car n/a
104,14,7,6,NHB EB,Car n/a
104,16,7,6,NHB EB,Car n/a
104,17,7,6,NHB EB,Car n/a
105,1,8,6,NHB Other,Car n/a
105,2,8,6,NHB Other,Car n/a
105,3,8,6,NHB Other,Car n/a
105,4,8,6,NHB Other,Car n/a
105,5,8,6,NHB Other,Car n/a
105,6,8,6,NHB Other,Car n/a
105,7,8,6,NHB Other,Car n/a
105,8,8,6,NHB Other,Car n/a
105,9,8,6,NHB Other,Car n/a
105,10,8,6,NHB Other,Car n/a
105,12,8,6,NHB Other,Car n/a
105,13,8,6,NHB Other,Car n/a
105,14,8,6,NHB Other,Car n/a
105,16,8,6,NHB Other,Car n/a
105,17,8,6,NHB Other,Car n/a
